cand,family,series,kind,periods,pub_lag_days,first_obs,transform,window,sign_IS,SR_IS,SR_OOS,SR_full,SR_full_gross,SR_full_stubcost,SR_of_SR,positive_years,n_years,beta,mean_pos,max_dd_days,max_dd_pct,turnover_ann,held_pct,tcost_pct_of_gross,gate_srsr,gate_posyr,gate_beta,gate_nyr,gate_oos,n_gates
igrea_level|signth|w120,commodity,igrea,level,0,40,1968-01-01,signth,120,1,0.316,0.417,0.345,0.351,0.349,0.371,0.654,26,-0.086,0.03175367533686586,1292,-53.55,5.37,99.66,1.85,False,True,True,True,True,4
us_dgs5_level|rankc|w252,rates,us_dgs5,level,0,0,1962-01-02,rankc,252,-1,0.455,0.111,0.344,0.374,0.364,0.38,0.68,25,0.06,-0.02299567006085987,875,-49.27,23.69,99.54,8.18,False,True,True,True,True,4
epu_global_level|selfz|w120,risk,epu_global,level,0,31,1997-01-01,selfz,120,-1,0.407,0.169,0.336,0.347,0.343,0.246,0.654,26,-0.058,0.047503792519627205,2183,-41.47,8.26,99.67,3.08,False,True,True,True,True,4
igrea_level|rankc|w60,commodity,igrea,level,0,40,1968-01-01,rankc,60,1,0.325,0.354,0.333,0.345,0.341,0.26,0.654,26,-0.057,0.049012308860988944,3899,-54.13,9.54,99.71,3.52,False,True,True,True,True,4
epu_global_level|bdtanh|w120,risk,epu_global,level,0,31,1997-01-01,bdtanh,120,-1,0.387,0.118,0.309,0.319,0.316,0.184,0.692,26,-0.079,0.02731757888670502,2343,-44.67,7.91,99.48,3.03,False,True,True,True,True,4
us_dgs5_level|rankc|w120,rates,us_dgs5,level,0,0,1962-01-02,rankc,120,-1,0.406,0.071,0.304,0.338,0.327,0.374,0.654,26,0.049,-0.02231903767128206,1588,-53.07,26.86,99.45,10.16,False,True,True,True,True,4
us_dgs5_level|dev|w120,rates,us_dgs5,level,0,0,1962-01-02,dev,120,-1,0.379,0.017,0.264,0.288,0.28,0.368,0.692,26,0.024,-0.02257196630038093,1640,-50.09,19.28,99.38,8.55,False,True,True,True,True,4
cn_exports_yoy|robustz|w120,cn_cycle,cn_exports,yoy,12,60,1992-01-01,robustz,120,1,0.24,0.31,0.259,0.273,0.268,0.17,0.72,25,-0.014,-0.011345148252951487,2139,-49.36,8.6,98.67,5.07,False,True,True,True,True,4
us_semi_ppi_yoy|rankc|w60,semis,us_semi_ppi,yoy,12,45,1967-01-01,rankc,60,-1,0.331,0.041,0.25,0.262,0.258,0.239,0.654,26,-0.119,-0.023337653773115734,1752,-76.76,9.24,99.5,4.54,False,True,True,True,True,4
epu_global_level|signth|w120,risk,epu_global,level,0,31,1997-01-01,signth,120,-1,0.245,0.16,0.22,0.23,0.227,0.2,0.692,26,-0.052,0.019688755334273753,1015,-73.85,8.09,99.71,4.27,False,True,True,True,True,4
us_philly_fed_level|robustz|w252,us_survey,us_philly_fed,level,0,21,1968-05-01,robustz,252,1,0.15,0.358,0.214,0.222,0.22,0.209,0.72,25,0.004,0.0034692039267903364,3156,-63.61,6.55,99.24,3.7,False,True,True,True,True,4
us_dgs5_level|rankc|w60,rates,us_dgs5,level,0,0,1962-01-02,rankc,60,-1,0.243,0.111,0.204,0.249,0.234,0.31,0.654,26,0.099,-0.013642176105045214,1927,-55.41,35.28,99.68,18.14,False,True,True,True,True,4
kr_exports_sa_yoy|bdtanh|w60,kr_tech_demand,kr_exports_sa,yoy,12,60,1957-01-01,bdtanh,60,1,0.085,0.417,0.178,0.192,0.187,0.199,0.654,26,0.073,0.027958628174493464,5995,-117.12,11.06,99.77,7.25,False,True,True,True,True,4
us_empire_state_level|robustz|w60,us_survey,us_empire_state,level,0,16,2001-07-01,robustz,60,1,0.009,0.399,0.125,0.141,0.136,0.145,0.68,25,-0.055,0.013545106889407327,5496,-64.48,9.67,97.93,11.22,False,True,True,True,True,4
cn_shanghai_comp_yoy|dev|w120,cn_cycle,cn_shanghai_comp,yoy,12,31,1999-01-01,dev,120,-1,0.04,0.132,0.063,0.07,0.068,0.144,0.692,26,-0.036,-0.06267664975913978,4494,-106.09,5.51,99.22,10.06,False,True,True,True,True,4
kr_kospi_yoy|dev|w120,kr_tech_demand,kr_kospi,yoy,12,31,1981-01-01,dev,120,1,0.482,0.579,0.51,0.516,0.514,0.289,0.577,26,-0.037,0.05448499414538306,3869,-54.13,5.4,99.49,1.22,False,False,True,True,True,3
kr_kospi_yoy|rankc|w120,kr_tech_demand,kr_kospi,yoy,12,31,1981-01-01,rankc,120,1,0.481,0.448,0.471,0.479,0.477,0.307,0.538,26,-0.056,0.018239021641015832,3847,-43.69,6.61,99.8,1.71,False,False,True,True,True,3
kr_kospi_yoy|bdtanh|w120,kr_tech_demand,kr_kospi,yoy,12,31,1981-01-01,bdtanh,120,1,0.437,0.5,0.454,0.46,0.458,0.286,0.577,26,-0.071,0.013315354619449809,3759,-48.89,5.28,99.8,1.42,False,False,True,True,True,3
