cand,variant,lag,sign_IS,SR_IS,SR_OOS,SR_net,SR_of_SR,positive_years,n_years,beta,mean_exec_w,pass4
us_dxy_broad|selfz|w60,c2c,1,-1,0.7084629793872592,0.8376298133897799,0.7570433983496674,0.7319896274053577,0.7619047619047619,21,-0.1735012848150105,-0.003906691552788151,False
us_dxy_broad|selfz|w60,c2c,2,-1,0.3482260158488104,0.109127852915114,0.2573860765382237,0.19511142457512526,0.6190476190476191,21,-0.17144787961923863,-0.004058887332234591,False
us_dxy_broad|selfz|w60,c2c,3,-1,0.22565165658483222,0.19082531250184856,0.21264734067289023,0.08613875734071606,0.5238095238095238,21,-0.1638165093063985,-0.0042358169015472,False
us_dxy_broad|selfz|w60,o2o,1,-1,0.9551871740467295,1.097713402939922,1.0060748961734647,1.033016428354298,0.7619047619047619,21,-0.23456160406396562,-0.003906691552788151,False
us_dxy_broad|selfz|w60,o2o,2,-1,0.3713184332930146,0.1914023146304566,0.30652422559565873,0.25695662501039684,0.6190476190476191,21,-0.21748217101821438,-0.004058887332234591,False
us_dxy_broad|selfz|w60,o2o,3,-1,0.218400620153297,0.19493395907518654,0.20992290069954142,0.1267002217699892,0.6190476190476191,21,-0.20130028384601498,-0.0042358169015472,False
us_dxy_broad|selfz|w60,day,1,1,-0.049165880810759933,-0.3505522413086429,-0.14863147395057516,-0.22615848015332063,0.3333333333333333,21,0.18172864172668288,0.003906691552788151,False
us_dxy_broad|selfz|w60,day,2,1,0.032699078170802275,-0.2227340737583316,-0.05184113503888081,-0.1555036104719076,0.2857142857142857,21,0.17264619501123363,0.004058887332234591,False
us_dxy_broad|selfz|w60,day,3,1,0.05615094418133825,-0.21847664385931984,-0.033990974035178693,-0.09333695050995897,0.47619047619047616,21,0.16277432368300263,0.0042358169015472,False
us_dxy_broad|selfz|w120,c2c,1,-1,0.6760570528645521,0.8744821516826712,0.7513980674595876,0.9510685862985703,0.8095238095238095,21,-0.21265255584026943,-0.00040836977138277553,False
us_dxy_broad|selfz|w120,c2c,2,-1,0.4177760368724328,0.3494252763398623,0.39151498277195834,0.3821680124359924,0.6666666666666666,21,-0.2132798889720879,-0.0005026736152186092,False
us_dxy_broad|selfz|w120,c2c,3,-1,0.30178543482209236,0.3778878109634306,0.330688141238649,0.2575469769524434,0.5238095238095238,21,-0.20636587370531811,-0.0006450645096623186,False
us_dxy_broad|selfz|w120,o2o,1,-1,0.8186353702575582,1.0997895927410803,0.9179778931018796,1.1587584743431292,0.8571428571428571,21,-0.2592569640492225,-0.00040836977138277553,False
us_dxy_broad|selfz|w120,o2o,2,-1,0.4287844762818438,0.3956916064468015,0.4167087493361163,0.4938130376786532,0.7142857142857143,21,-0.24638435329720199,-0.0005026736152186092,False
us_dxy_broad|selfz|w120,o2o,3,-1,0.3299001321566498,0.39963269410712066,0.3543527155640909,0.3138812328479931,0.6190476190476191,21,-0.2323020589891431,-0.0006450645096623186,False
