regime,panel,family,feature,transform,window,variant,cell,sign,mirror,SR_IS,n_IS,SR_OOS1,SR_OOS2,SRSR_OOS1,posyr_OOS1,full_SR_net,full_SR_of_SR,full_positive_years,full_yr_sr_min,full_n_years,full_beta,full_mean_exec_w,full_abs_exec_w,full_turnover_ann,full_held_pct,full_max_dd_days,full_n_bars,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes
full,monthly,call,call_oi_total,bdtanh,20,day,full|monthly|call_oi_total|bdtanh|w20|day,-1,False,0.4389757313906003,1971,0.06232848751531827,-0.13212248490153056,-0.1535644697706545,0.8,0.20521799375440383,0.17984824853877981,0.6111111111111112,-3.0881032139347093,18,0.004616956474600464,0.033318121291017674,0.5897322672952666,44.8344992070818,99.46820809248554,1462,4325,0.008,False,False,True,True,True,2,False
full,monthly,call,call_oi_total,bdtanh,60,c2c,full|monthly|call_oi_total|bdtanh|w60|c2c,-1,False,0.21638041191318866,1950,0.4922677046688029,0.5064254714686032,0.42074475871328665,0.8,0.3745231012247048,0.45921798382855444,0.7222222222222222,-1.1340429535311487,18,0.024304970889239195,0.06997423820544332,0.5800819654466685,43.241326622876905,99.41914498141264,667,4304,0.042,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,60,o2o,full|monthly|call_oi_total|bdtanh|w60|o2o,-1,False,0.3146007745628176,1950,0.5205647212856563,0.29103331915067526,0.21125338571181398,0.8,0.36189817684739123,0.33341859814041186,0.7222222222222222,-2.019661434509302,18,0.021384739170376477,0.06997423820544332,0.5800819654466685,43.241326622876905,99.41914498141264,609,4304,0.037,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,60,day,full|monthly|call_oi_total|bdtanh|w60|day,-1,False,0.530049728570456,1951,0.07421736211774915,-0.1265449471420245,-0.14272103942072323,0.8,0.24574292095988465,0.1982910403543768,0.6666666666666666,-3.1967388651221604,18,0.03372558175853915,0.07007278841820967,0.5800620237367307,43.23306251034703,99.41927990708479,465,4305,0.058,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,120,c2c,full|monthly|call_oi_total|bdtanh|w120|c2c,-1,False,0.2808424306924541,1920,0.4708110188503756,0.6673114108484456,0.4489854803807783,0.8,0.4478932153541804,0.5293814385491677,0.7222222222222222,-1.0907996876817903,18,0.04544835825598419,0.09230312239016697,0.5767447813768665,42.19391849327397,99.34487599438465,683,4274,0.079,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,120,o2o,full|monthly|call_oi_total|bdtanh|w120|o2o,-1,False,0.3420230643093482,1920,0.4841650828439326,0.4752263885559428,0.18170632492878847,0.8,0.41822733051884264,0.3793487024184606,0.6666666666666666,-1.788582699115295,18,0.04819544216781887,0.09230312239016697,0.5767447813768665,42.19391849327397,99.34487599438465,497,4274,0.084,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,120,day,full|monthly|call_oi_total|bdtanh|w120|day,-1,False,0.4476117605143835,1921,-0.04851557146480011,-0.06487377743769546,-0.23611871410133986,0.8,0.18220752171757887,0.14618369281390733,0.7222222222222222,-3.1267265146827534,18,0.053681846314203044,0.09240093438909519,0.5767292736894819,42.1857763045062,99.34502923976608,1331,4275,0.093,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,252,c2c,full|monthly|call_oi_total|bdtanh|w252|c2c,-1,False,0.37503299883392904,1854,0.5525036949909763,0.7791565758039218,0.46932617493151335,0.8,0.5489339289714321,0.5737884802982837,0.7777777777777778,-1.0999678742550996,18,0.09954834616126877,0.12230712994710642,0.5876614505672906,40.75935896681811,99.40589353612167,682,4208,0.169,False,True,True,False,True,2,False
full,monthly,call,call_oi_total,bdtanh,252,o2o,full|monthly|call_oi_total|bdtanh|w252|o2o,-1,False,0.44254317015031,1854,0.532207002981183,0.6073197899263465,0.1874475368215242,0.8,0.5158158030865754,0.41736755209783355,0.7777777777777778,-1.4792957561773366,18,0.08746934158031754,0.12230712994710642,0.5876614505672906,40.75935896681811,99.40589353612167,475,4208,0.149,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,bdtanh,252,day,full|monthly|call_oi_total|bdtanh|w252|day,-1,False,0.5226768376917965,1855,-0.09114177344523898,-0.05774156249240313,-0.30606807883839127,0.4,0.19306692942223927,0.15232138527581904,0.5555555555555556,-2.9448804383545135,18,0.0741874795067584,0.1224179957141445,0.5876617546045542,40.750870368782344,99.40603468757423,2091,4209,0.126,False,False,True,True,True,2,False
full,monthly,call,call_oi_total,rankc,20,c2c,full|monthly|call_oi_total|rankc|w20|c2c,1,False,0.0044227949798166764,1970,0.026166488985075436,0.2017145498403048,0.10025129250223778,0.4,0.06573819458009862,0.04357647580637525,0.5555555555555556,-1.3878282916168327,18,0.1817275809198112,0.15851063829787235,0.5267345050878816,46.27964847363552,95.30527289546717,3617,4324,0.345,False,False,True,False,False,1,False
full,monthly,call,call_oi_total,rankc,20,o2o,full|monthly|call_oi_total|rankc|w20|o2o,1,False,-0.053515427857126735,1970,0.05691270755577947,0.4397789210152912,0.1441119906062618,0.4,0.11062335365067621,0.07390416608336312,0.5,-2.3712116740401012,18,0.1900491918534703,0.15851063829787235,0.5267345050878816,46.27964847363552,95.30527289546717,3796,4324,0.361,False,False,True,False,False,1,False
full,monthly,call,call_oi_total,rankc,20,day,full|monthly|call_oi_total|rankc|w20|day,-1,False,0.30685970789784445,1971,-0.15015804358255935,-0.41033189760848354,-0.24846456602935482,0.6,0.011501418191939578,-0.01547857185080873,0.6666666666666666,-3.68816955162612,18,-0.16637132521575881,-0.15842774566473988,0.5266589595375722,46.27477456647399,95.30635838150289,1897,4325,-0.316,False,True,True,False,False,2,False
full,monthly,call,call_oi_total,rankc,60,c2c,full|monthly|call_oi_total|rankc|w60|c2c,-1,False,0.14538754169746224,1950,0.16479244102925936,0.19078391402712164,-0.012447880742089206,0.8,0.16370924598415884,0.1883267800316402,0.5,-1.6913614609850056,18,-0.09077148547956179,-0.04400557620817843,0.5186028500619578,43.676486988847586,98.04832713754647,886,4304,-0.175,False,False,True,False,True,1,False
full,monthly,call,call_oi_total,rankc,60,o2o,full|monthly|call_oi_total|rankc|w60|o2o,-1,False,0.2705048087351982,1950,0.15065727316030944,-0.08149674557569987,-0.06485649122675342,0.6,0.1374943940394239,0.10353915091877744,0.5,-2.665939729799778,18,-0.09424818398952203,-0.04400557620817843,0.5186028500619578,43.676486988847586,98.04832713754647,1461,4304,-0.182,False,False,True,False,True,1,False
full,monthly,call,call_oi_total,rankc,60,day,full|monthly|call_oi_total|rankc|w60|day,-1,False,0.5208359149059933,1951,-0.02468661635903183,-0.3771923617019019,-0.1890762849794444,0.8,0.1424027649658446,0.08005207586922868,0.7222222222222222,-3.8077243353214527,18,-0.06340671142785652,-0.043941153697251246,0.5185365853658537,43.67414634146342,98.04878048780488,1911,4305,-0.122,False,True,True,True,True,3,False
