,call_oi_total,call_cog,call_disp,call_otm_share,call_far_share,call_wall,call_front_share,call_churn,call_oi_growth,call_cog_chg,call_far_chg
2024-09-09,94072.0,0.09557104383270494,0.08444561566391773,0.9569903903393145,0.7564950250871673,0.08775640310171373,0.7647652861637895,0.22417935198571307,0.03119197032489396,0.011793130470776597,0.07615987489469722
2024-09-10,101496.0,0.09548423202758305,0.0831575401667196,0.962234964924726,0.7439899109324506,0.09190622139680427,0.7744344604713487,0.2935288090171041,0.07595894231718248,-8.68118051218919e-05,-0.012505114154716668
2024-09-11,115377.0,0.09001622966101704,0.08170521803017303,0.9623235133518813,0.7031990778058018,0.09362369835005468,0.7951411459823015,0.36811496225417545,0.1281856386123721,-0.005468002366566013,-0.04079083312664877
2024-09-12,144557.0,0.05243293393898543,0.07326294719942288,0.8620544145216074,0.43411249541703273,0.06219620611224652,0.8344805163361165,1.033364001743257,0.22546886598929916,-0.037583295722031604,-0.2690865823887691
2024-09-13,160212.0,0.04557915840063265,0.06952745767328071,0.8540683594237635,0.3738546425985569,0.011045673988322458,0.8401617856340349,0.6667415674231643,0.10282404475598916,-0.006853775538352785,-0.06025785281847584
2024-09-16,174149.0,0.03983818981426587,0.06656724369375448,0.8282792321517781,0.31425388604011506,0.011437944391965438,0.8359450815106604,0.7595622139662014,0.08341331642328065,-0.005740968586366774,-0.059600756558441825
2024-09-18,217625.0,0.03911708712027867,0.06312033952199456,0.8677403790924756,0.28544055140723723,0.014814445791379915,0.8403078690407811,1.742809879379667,0.22286214346911493,-0.0007211026939872023,-0.02881333463287783
2024-09-19,40628.0,0.057080640182851215,0.09168979026905417,0.7984887269863149,0.45227429359062715,0.04342981732265905,0.0,0.49896623018607855,-1.6783159140110993,0.017963553062572545,0.16683374218338992
2024-09-20,46979.0,0.05387620752471262,0.0863571618173636,0.8149385895825795,0.4232529428042317,0.037933303308480104,0.0,0.31865301517699396,0.14524320927350054,-0.0032044326581385923,-0.02902135078639545
2024-09-23,51121.0,0.04787755990536717,0.08310686722937448,0.8068308522916219,0.3939085698636568,0.03205981639207156,0.0,0.21161557872498582,0.08449467834253177,-0.005998647619345453,-0.029344372940574903
2024-09-24,53651.0,0.042227338653231646,0.08127766623012349,0.7742260162904699,0.33427149540549106,0.025331025892729064,0.0,0.2626605282287376,0.048304736538694826,-0.005650221252135525,-0.05963707445816574
2024-09-25,57104.0,0.031418273606426406,0.0787742058918306,0.6921056318296441,0.3219564303726534,-0.011493040911008001,0.0,0.279087279349958,0.06237405851582345,-0.01080906504680524,-0.012315065032837635
2024-09-26,61639.0,0.028940297065288414,0.07665652820682033,0.6738590827236003,0.2610198088872305,0.006176611993362613,0.0,0.2897516182936128,0.07642062034084418,-0.002477976541137992,-0.06093662148542295
2024-09-27,61888.0,0.03208471338523673,0.07708319961170422,0.6798248448810755,0.34143937435367117,0.007764607219362674,0.0,0.2982807652533609,0.00403151274218061,0.0031444163199483184,0.08041956546644069
2024-09-30,66767.0,0.06069830172363266,0.07756574261392633,0.8579088471849866,0.5278655623286953,0.03489206075806295,0.0,0.3495589138346788,0.07588264667160338,0.028613588338395925,0.18642618797502414
2024-10-01,72059.0,0.05550853537216726,0.07747587579271446,0.8554656600840977,0.43966749469184974,0.02722641276011717,0.7645262909560222,0.19500686937093215,0.07627628139677078,-0.005189766351465397,-0.08819806763684557
2024-10-04,76932.0,0.059200275560995996,0.07621185386060018,0.8607341548380388,0.5094629023033328,0.05368361064641913,0.7598918525451047,0.25798107419539335,0.06543668689391602,0.0036917401888287363,0.06979540761148306
2024-10-07,83422.0,0.04114696094906696,0.07264354377240818,0.7640190836949485,0.3496919277888327,0.0351255541225306,0.7693174462372037,0.3225647910623097,0.08099014875421418,-0.018053314611929036,-0.15977097451450012
2024-10-08,91685.0,0.045013877455144166,0.07061487096202687,0.7979058733707803,0.35770300485357476,0.017186471066130915,0.7764847030593881,0.291738016033157,0.0944467254537944,0.003866916506077206,0.008011077064742078
2024-10-09,104011.0,0.042673627170970535,0.06671043235176993,0.8242685869763775,0.344396265779581,0.032698591469733085,0.7934641528299892,0.4771802982376864,0.1261378737778429,-0.002340250284173631,-0.013306739073993767
2024-10-11,127819.0,0.032261338065132115,0.06118071499906709,0.7972367175459047,0.2427495129832028,0.021760886993245965,0.8128134314929706,1.0357380358162716,0.2061185379107613,-0.01041228910583842,-0.10164675279637819
2024-10-14,141934.0,0.028470379112040856,0.05846164670127153,0.8181055983767103,0.20236870658193246,0.018485512043591168,0.8164358081925402,1.0662138740541378,0.10474696013137041,-0.003790958953091259,-0.04038080640127034
2024-10-15,137755.0,0.016874918867252633,0.05858245882478806,0.700279481688505,0.1652861965082937,0.004635059874532166,0.7902508075931908,1.3761823527276686,-0.029885415806168325,-0.011595460244788223,-0.03708251007363875
2024-10-16,172364.0,0.025037637267979817,0.055706347767738175,0.7822979276415029,0.18188832934951615,0.01690584234135195,0.7991982084425983,2.3027488338632196,0.22413177470407852,0.008162718400727183,0.016602132841222444
2024-10-17,39788.0,0.050778514236065254,0.08545652648701028,0.8511611541168191,0.4273399014778325,0.0844180405520294,0.0,0.24087664622499247,-1.4660431604288462,0.025740876968085438,0.24545157212831636
2024-10-18,42606.0,0.03940024835706337,0.08658396899959571,0.7931042576162982,0.3943341313430033,0.021830123296577186,0.0,0.23851100783927145,0.06842972913784529,-0.011378265879001884,-0.03300577013482919
2024-10-21,45690.0,0.039947638080363175,0.08495429928417644,0.771722477566207,0.405668636463121,0.019431641374142883,0.0,0.10912672357189757,0.06988436714716784,0.0005473897232998043,0.011334505120117688
2024-10-22,46430.0,0.04121719010374181,0.08553290134638193,0.7727331466724101,0.4074951539952617,0.019739176212204335,0.0,0.15845358604350634,0.016066346456650393,0.0012695520233786325,0.0018265175321406923
