cell,SR_IS,SR_net,SR_of_SR,positive_years,n_years,beta,mean_abs_w,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes
monthly|call_far_share|signth|w60|c2c,0.05727067758048259,0.01705534195316615,-0.05078864739966196,0.6111111111111112,18,0.13181843446496286,0.4851295171090502,0.272,False,False,True,False,True,1,False
monthly|call_far_share|signth|w120|c2c,0.008757227874695312,-0.07372752783904503,-0.2065835401066858,0.4444444444444444,18,0.1436547774127919,0.46594179724976015,0.308,False,False,True,False,True,1,False
monthly|call_far_share|signth|w252|c2c,-0.1364047162265229,-0.007642784985457268,0.01091002600145264,0.5,18,-0.14614177940934633,0.457946913975056,-0.319,False,False,True,False,True,1,False
monthly|call_far_share|dev|w20|c2c,0.15215016272979343,0.13959836097787057,-0.06270021888923161,0.5,18,0.06447964659268816,0.10809593364808502,0.597,False,False,True,False,True,1,False
monthly|call_far_share|dev|w60|c2c,0.15758104817518614,0.16600355081866403,0.04811375253333463,0.6666666666666666,18,0.09742498994109555,0.12908715237548518,0.755,False,True,True,False,True,2,False
monthly|call_far_share|dev|w120|c2c,0.257276491820982,0.2303406080563689,0.13765353775963843,0.6666666666666666,18,0.11486743817281267,0.13725636279430412,0.837,False,True,True,False,True,2,False
monthly|call_far_share|dev|w252|c2c,0.06895453569140857,0.1662914180609908,0.0778008566608673,0.5555555555555556,18,0.12957898071521207,0.14802661715134877,0.875,False,False,True,False,True,1,False
monthly|call_wall|selfz|w20|c2c,-0.1302005606421012,-0.06248391019220586,0.16057063673506602,0.6666666666666666,18,-0.38075588230197455,0.9269082291516845,-0.411,False,True,True,False,False,2,False
monthly|call_wall|selfz|w60|c2c,-0.04884762912302774,-0.030882258051990154,0.13689723404007473,0.5555555555555556,18,-0.5942667129273086,0.847883198482459,-0.701,False,False,True,False,False,1,False
monthly|call_wall|selfz|w120|c2c,0.006766185515425585,-0.04117205915078028,-0.24395118688786954,0.3888888888888889,18,0.6826159095985059,0.8073584769471586,0.845,False,False,True,False,False,1,False
monthly|call_wall|selfz|w252|c2c,-0.23918604277255973,-0.05597742672414907,0.20639385078244188,0.5555555555555556,18,-0.7785302983451708,0.8027611540528865,-0.97,False,False,True,False,False,1,False
monthly|call_wall|robustz|w20|c2c,-0.03239473470271146,-0.13266387727109172,-0.11805272640790525,0.5,18,-0.7739310130952737,0.9850232800077006,-0.786,False,False,True,False,False,1,False
monthly|call_wall|robustz|w60|c2c,0.056054954402311244,0.02195514392943763,-0.15544756087908462,0.5,18,1.174657231129316,0.9878249348613224,1.189,False,False,True,False,False,1,False
monthly|call_wall|robustz|w120|c2c,-0.034508741580751096,-0.16361922390420625,-0.21141029166374448,0.3888888888888889,18,-1.562072840513085,1.0959141678941262,-1.562,False,False,True,False,False,1,False
monthly|call_wall|robustz|w252|c2c,-0.05094400881346316,-0.2110337762884838,-0.12778450149040688,0.4117647058823529,17,-1.8086680548762548,1.239848751269318,-1.809,False,False,True,False,False,1,False
monthly|call_wall|bdtanh|w20|c2c,-0.2865043420344095,0.06983815387587711,0.31074220401625796,0.6111111111111112,18,-0.15534833733017187,0.6150433703061043,-0.253,False,False,True,False,False,1,False
monthly|call_wall|bdtanh|w60|c2c,-0.19349400534732025,0.08653857264905862,0.2657978313977117,0.5,18,-0.19709919164876372,0.5701366357878558,-0.346,False,False,True,False,False,1,False
monthly|call_wall|bdtanh|w120|c2c,0.04439796150053092,-0.1548973448778721,-0.35644115173800583,0.3333333333333333,18,0.20601135624242534,0.5378574674982356,0.383,False,False,True,False,False,1,False
monthly|call_wall|bdtanh|w252|c2c,-0.14048765355315074,0.019076396252765918,0.24206013815815547,0.5555555555555556,18,-0.19574205097784067,0.5224194734610544,-0.375,False,False,True,False,False,1,False
