rep,panel,basket,variant,SR_IS,SR_OOS1,SR_OOS2,full_SR_net,full_SR_of_SR,full_positive_years,full_n_years,full_beta,full_abs_exec_w,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes
0,all,allEW,c2c,0.761407326235394,0.5910558488643561,0.8216017004523389,0.7340637377842392,0.6612051970032603,0.7777777777777778,18,0.06388651562456732,0.08884984789199538,0.719,True,True,True,False,True,3,False
0,all,callEW,o2o,0.811489674401314,0.3741794333054715,1.1110143171729168,0.7626477276686061,0.5626310144454862,0.8888888888888888,18,0.04585765219312881,0.12201499938470334,0.376,False,True,True,False,True,2,False
0,all,combEW,o2o,1.150709852846293,0.7046526404075772,0.4085138237119176,0.7936899939648135,1.0630212890212107,0.9444444444444444,18,-0.001018610843708009,0.0999549879292553,-0.01,True,True,True,True,True,4,True
0,all,putEW,o2o,0.4476524336188324,-0.08321625459918075,0.07373827146151661,0.19518198341274995,0.1113141051582789,0.6666666666666666,18,0.05219254040727699,0.16691567110901442,0.313,False,True,True,False,True,2,False
0,all,allEW,o2o,1.1531232269144225,0.4456051052434113,0.6860978645125748,0.8181049127205453,0.6695779843838752,0.8888888888888888,18,0.029768275204465965,0.08263898782364183,0.36,True,True,True,False,True,3,False
0,all,callEW,day,0.603560138411967,0.4577811133441205,-0.5368942384561427,0.2725719387388074,0.2884046766652656,0.6111111111111112,18,0.10658211329794737,0.16785567898789305,0.635,False,False,True,False,True,1,False
0,all,combEW,day,0.9041186781856718,0.6287762403223793,0.016143181174810953,0.5891487546893956,0.5741852741342228,0.8333333333333334,18,0.0018967195507031576,0.09995860708735707,0.019,False,True,True,True,True,3,False
0,all,putEW,day,0.7050954238751973,-0.00881844037414555,-0.8105855600329731,0.1527466141740102,0.01661426432450027,0.6111111111111112,18,-0.03297368315280661,0.11862097156347713,-0.278,False,False,True,False,True,1,False
0,all,allEW,day,1.1363408891242308,0.800754173887914,-0.7750192823624928,0.6326133868832533,0.34477416570382075,0.7222222222222222,18,0.02337639841209224,0.08048899691134422,0.29,False,True,True,False,True,2,False
1,monthly,callEW,c2c,0.5461911442468752,-0.3270725277347812,0.6272846532359009,0.43860240909999193,0.24669784260135236,0.6153846153846154,26,0.01001994672492259,0.15489697648800618,0.065,False,False,True,True,True,2,False
1,monthly,combEW,c2c,0.5165767716433016,0.1624681484236939,-0.25765183010140225,0.26320244507032087,0.3782887594018036,0.5,26,0.005360038769104696,0.14136811875798438,0.038,False,False,True,True,True,2,False
1,monthly,putEW,c2c,0.3474262266888849,0.37390735578613565,0.38318383136458634,0.35244665247790186,0.35688814627361753,0.7307692307692307,26,0.024139262483128785,0.14336172404053435,0.168,False,True,True,False,True,2,False
1,monthly,allEW,c2c,0.9842063949228551,0.1711460826872253,0.570556589816448,0.7770493988843877,0.7599675816709028,0.7692307692307693,26,0.015064270032501987,0.08157778903690226,0.185,True,True,True,False,True,3,False
1,monthly,callEW,o2o,0.3343527460719742,-0.2724386979995713,0.04251183976117834,0.2082179129910561,0.03349838130974381,0.5384615384615384,26,0.04903254545196364,0.15609267803056406,0.314,False,False,True,False,True,1,False
1,monthly,combEW,o2o,0.33249484268484364,0.046550777109821175,-0.060432547398149135,0.18842801877824245,0.28793935845443797,0.6153846153846154,26,0.021796473845634358,0.14189316883193812,0.154,False,False,True,False,True,1,False
1,monthly,putEW,o2o,0.6752346258203865,0.06329019410771829,0.2863270930763258,0.5250479643581475,0.40447537344044127,0.6538461538461539,26,0.03319981716380587,0.14336172404053435,0.232,False,True,True,False,True,2,False
1,monthly,allEW,o2o,0.8551258861395395,-0.039396476369571054,0.20974992274003476,0.6177514770033654,0.5469966640475997,0.6923076923076923,26,0.036797229066750224,0.08383604247470385,0.439,False,True,True,False,True,2,False
1,monthly,callEW,day,0.2632596903508934,-0.10412338691592832,-0.15556975828569125,0.15888626273969533,0.013995200803819325,0.5384615384615384,26,0.05505342748882717,0.1632561312233717,0.337,False,False,True,False,True,1,False
1,monthly,combEW,day,0.41059547028595406,-0.4742892801899562,-0.15223592658399707,0.16952679098602208,0.1233361524061365,0.5384615384615384,26,0.01827987940219852,0.1395468010810016,0.131,False,False,True,True,True,2,False
1,monthly,putEW,day,0.40813113313062654,-0.07345654656198201,-0.2595782925271079,0.2547314960448094,0.07883734218048341,0.5769230769230769,26,0.017129744703330792,0.14006732703376515,0.122,False,False,True,True,True,2,False
1,monthly,allEW,day,0.6822207234979755,-0.19776477245690136,-0.26697341452933665,0.43390850169037004,0.2211316061326463,0.5,26,0.031519146293840845,0.0829516643784133,0.38,False,False,True,False,True,1,False
1,all,callEW,c2c,0.2515275015825734,-0.484847629346877,0.35066038769904895,0.12386163903730518,0.13473152241137762,0.5384615384615384,26,0.03353988676846007,0.15343911213268466,0.219,False,False,True,False,True,1,False
1,all,combEW,c2c,0.4689159277940975,-0.015350266217169485,-0.6921294512962305,0.21424215020760673,0.12458626081880644,0.5384615384615384,26,0.004941449707435673,0.1447396806312815,0.034,False,False,True,True,True,2,False
1,all,putEW,c2c,0.3107568336751517,-0.1368942593822217,0.5259357166148535,0.29353994164512787,0.30641813340450214,0.6153846153846154,26,0.007491349834739462,0.1592919982357362,0.047,False,False,True,True,True,2,False
1,all,allEW,c2c,0.8185809551287921,-0.24602916643402567,0.02725212944848917,0.5084617555492924,0.40565431579034306,0.6153846153846154,26,0.01584695955458564,0.08703774577749343,0.182,False,False,True,False,True,1,False
1,all,callEW,o2o,0.5249070061892969,-0.874598913240955,0.653732112199271,0.2753380826654681,0.2016166596451381,0.6538461538461539,26,0.041189317593977974,0.15737309216504775,0.262,False,True,True,False,True,2,False
1,all,combEW,o2o,0.47926210769402483,-0.769755673164444,-0.06517499694289798,0.218037178736903,0.047418812791419546,0.38461538461538464,26,-0.005891086109354669,0.1391940365530582,-0.042,False,False,True,True,True,2,False
1,all,putEW,o2o,0.3895643325710309,0.11390037032034259,0.6106464609772871,0.39001459046423387,0.4025702983163382,0.7307692307692307,26,-0.01149481834040383,0.16078469469676185,-0.071,False,True,True,True,True,3,False
1,all,allEW,o2o,0.9695375491542728,-0.6831171061651808,0.6711167487260126,0.6767897135103349,0.44369251976141677,0.6153846153846154,26,0.008081375358333762,0.0850262792542421,0.095,False,False,True,True,True,2,False
1,all,callEW,day,0.3249973835683099,-0.540668171566715,-0.89545327805842,-0.001393888243411329,-0.12175927237319677,0.5,26,0.0037768923010101938,0.15797056628868603,0.024,False,False,True,True,True,2,False
1,all,combEW,day,0.39331341877433545,-0.652921365664988,0.21582126099544643,0.24293952227213134,0.18645859604053747,0.5384615384615384,26,-0.0029182529202639636,0.138640453557556,-0.021,False,False,True,True,True,2,False
1,all,putEW,day,0.44096417142534733,0.3551118527320946,0.5694228534215632,0.4438290154525749,0.3956153456240792,0.6538461538461539,26,-0.03883838549809008,0.15949231035178624,-0.244,False,True,True,False,True,2,False
1,all,allEW,day,0.937216996261918,-0.13795589678516307,0.028752161653585327,0.652668686369329,0.49429508865428307,0.6923076923076923,26,-0.013113622486390215,0.08553483434622854,-0.153,False,True,True,False,True,2,False
2,monthly,callEW,c2c,0.3411850400791914,0.818010532241475,0.621578106703324,0.4771577806884951,0.4254982999423038,0.6923076923076923,26,0.05036876096323962,0.14703088725141353,0.343,False,True,True,False,True,2,False
2,monthly,combEW,c2c,0.4640207211108557,1.0808727780813383,-0.47426397659852776,0.38765371832238854,0.33871585133404347,0.6923076923076923,26,-0.004995003868721942,0.13684385882008776,-0.037,False,True,True,True,True,3,False
2,monthly,putEW,c2c,0.6446222925713452,-0.35298475813915986,0.499543229586167,0.48429278791912883,0.4796057679610822,0.6538461538461539,26,0.05787803053044795,0.1561965388350038,0.371,False,True,True,False,True,2,False
2,monthly,allEW,c2c,0.9142076936113387,1.0023008107409532,0.49661265788628284,0.8459210384475496,1.1413080344384334,0.9230769230769231,26,0.03345308782898974,0.08512194260876778,0.393,True,True,True,False,True,3,False
2,monthly,callEW,o2o,0.5569353730192927,-0.41902880561484845,-0.22160014568745068,0.23471236404683107,0.1457859307192229,0.5769230769230769,26,0.024000571735800173,0.1570599158372842,0.153,False,False,True,False,True,1,False
2,monthly,combEW,o2o,0.44519615949605706,0.25130566522999,-0.4385364923189666,0.27335964332291446,0.22783175417416407,0.6153846153846154,26,-0.018132825065915847,0.13853956831219896,-0.131,False,False,True,True,True,2,False
2,monthly,putEW,o2o,0.41657488707431306,0.10960696891233655,0.3168461893914876,0.3531560779771998,0.39113400064027426,0.5769230769230769,26,0.05792979136418958,0.1567808359477442,0.369,False,False,True,False,True,1,False
2,monthly,allEW,o2o,0.860906358253565,0.1615857052074097,-0.11116784674805714,0.587258969395862,0.5393627303125379,0.7307692307692307,26,0.01973989773859617,0.08725718022700131,0.226,False,True,True,False,True,2,False
2,monthly,callEW,day,0.3732220034940554,-0.23143232561810087,0.2213605596755203,0.258168454809019,0.22665157513097367,0.6923076923076923,26,0.05553607363917705,0.17014751292919722,0.326,False,True,True,False,True,2,False
2,monthly,combEW,day,0.48147398512962214,0.5794909920262344,-0.9040098383768086,0.29100455707790956,0.2148499260289962,0.5384615384615384,26,0.023527838797971577,0.14329363943624562,0.164,False,False,True,False,True,1,False
2,monthly,putEW,day,0.29732322087514274,-0.29945452519606747,-0.1287865241684061,0.15651373357090978,0.19280968146502894,0.5769230769230769,26,0.029608442163840627,0.15718979074752587,0.188,False,False,True,False,True,1,False
2,monthly,allEW,day,0.6879795596695187,0.1853643351422991,-0.4075663419863653,0.4635693266125489,0.4160013329615436,0.6538461538461539,26,0.036334894095534156,0.09052253943323865,0.401,False,True,True,False,True,2,False
2,all,callEW,c2c,0.4762093989440916,-0.6846399651112325,-0.7334487155297967,0.07885027546393418,-0.1785327173733351,0.46153846153846156,26,0.004095329322615359,0.15110354264281947,0.027,False,False,True,True,True,2,False
2,all,combEW,c2c,0.31851093598773833,0.27584023853929196,0.3350506803351021,0.3124709629140438,0.2686491990118164,0.6153846153846154,26,-0.010397222788527847,0.1469899678882294,-0.071,False,False,True,True,True,2,False
2,all,putEW,c2c,0.2991365089308465,-0.4761838668652989,-0.09321073546132339,0.1316710552130247,-0.041349592306446296,0.46153846153846156,26,-0.016707710609164525,0.15531643162317899,-0.108,False,False,True,True,True,2,False
2,all,allEW,c2c,0.7705793897040497,-0.2904835057939669,-0.09129278306447064,0.4538143946967795,0.15309959394561037,0.5,26,-0.0072024250128622964,0.08769326072112124,-0.082,False,False,True,True,True,2,False
2,all,callEW,o2o,0.41893141162406244,0.7479948596093332,0.5713689388574924,0.48542454957805325,0.4608057047353694,0.6538461538461539,26,0.06266731892834371,0.15804608530493533,0.397,False,True,True,False,True,2,False
2,all,combEW,o2o,0.1672636069064076,0.24812493562499993,0.34071274278251235,0.20276393846360174,0.11387827351674096,0.6153846153846154,26,-0.01922833543627865,0.1469899678882294,-0.131,False,False,True,True,True,2,False
2,all,putEW,o2o,0.29946247357617195,-1.0631117515210489,-0.45437630650108973,0.005155984237853954,-0.13508684275062,0.46153846153846156,26,-0.004055975880634719,0.15519221707912448,-0.026,False,False,True,True,True,2,False
2,all,allEW,o2o,0.6597762247588846,0.1557773139413462,0.5106755612433506,0.5585319521539877,0.44895394559608165,0.7692307692307693,26,0.008100136466758114,0.08741777896901855,0.093,False,True,True,True,True,3,False
2,all,callEW,day,0.25177458613110915,-0.5943975276319298,0.5856530913058408,0.18545093992591558,0.07891093927032838,0.5384615384615384,26,0.054777568479111145,0.15631963625249404,0.35,False,False,True,False,True,1,False
2,all,combEW,day,0.2001638924009835,0.18999514518955699,0.5998998076123878,0.24001107915141812,0.23809396377509118,0.6153846153846154,26,-0.0036561177186657406,0.14598634755734413,-0.025,False,False,True,True,True,2,False
2,all,putEW,day,0.24629967954140383,-0.7443733074524139,-0.4856185441118323,0.03050681748979959,-0.11094846886364322,0.4230769230769231,26,-0.008316338173454257,0.1603622392899227,-0.052,False,False,True,True,True,2,False
2,all,allEW,day,0.6257444907456087,-0.46221346761340804,0.5762129013854053,0.47632650871414145,0.2905360873013623,0.5769230769230769,26,0.010752137312827648,0.08435320198193781,0.127,False,False,True,True,True,2,False
3,monthly,callEW,c2c,0.3184048023972158,-0.17880150867481887,0.07334959950819045,0.1953153218453484,0.15444971408025052,0.38461538461538464,26,-0.015228607674492167,0.1456784626766624,-0.105,False,False,True,True,True,2,False
3,monthly,combEW,c2c,0.5251788202723425,0.08119011537789979,0.04680131861811152,0.3583446198588872,0.5070905482349112,0.6538461538461539,26,0.01275540357998867,0.1389553359148509,0.092,False,True,True,True,True,3,False
3,monthly,putEW,c2c,0.3135988590441433,-0.4059414984279605,0.5099892289967666,0.24231961685834402,0.2804030434899918,0.5769230769230769,26,0.04872658650545331,0.16127914559072848,0.302,False,False,True,False,True,1,False
3,monthly,allEW,c2c,0.8365757426519875,-0.2287544974056695,0.320789913155813,0.5693579168553005,0.5353762590489773,0.6153846153846154,26,0.01562727592292493,0.08506172457295148,0.184,False,False,True,False,True,1,False
3,monthly,callEW,o2o,0.338479539677473,0.1841445844190081,-0.06496815691051458,0.2506507783656225,0.11259758993144318,0.5769230769230769,26,-0.010485674774781593,0.1459332116096723,-0.072,False,False,True,True,True,2,False
3,monthly,combEW,o2o,0.3569621471834172,0.27322433271334295,0.07792455465933489,0.2936914118016052,0.44859935162742887,0.6923076923076923,26,-0.005310958367177915,0.14151045169998694,-0.038,False,True,True,True,True,3,False
3,monthly,putEW,o2o,0.8362176799216078,-0.3580474653831314,-0.17967706204764705,0.4712561666520093,0.3637268703006966,0.5384615384615384,26,0.04077347883689423,0.16057060745949972,0.254,False,False,True,False,True,1,False
3,monthly,allEW,o2o,1.099968714017996,0.09920880200166338,-0.05586988243902879,0.7177376789292281,0.7734996122713755,0.7692307692307693,26,0.0071601223302785,0.08458274963291341,0.085,True,True,True,True,True,4,True
3,monthly,callEW,day,0.5463900548817605,0.384447329579009,0.5829912408610366,0.5129724601306151,0.3688946566390386,0.7692307692307693,26,-0.02098499759357214,0.15204469512945623,-0.138,False,True,True,True,True,3,False
3,monthly,combEW,day,0.3248439950430316,0.17241540876794922,-0.25144694375267596,0.21380066536473533,0.3135315612630234,0.6923076923076923,26,0.03573359429587005,0.13674858650380445,0.261,False,True,True,False,True,2,False
3,monthly,putEW,day,0.6970895927547693,-0.376999722883877,0.4085548994006041,0.4958605177925626,0.3919908468887713,0.6153846153846154,26,0.05208024749909178,0.15821171141985563,0.329,False,False,True,False,True,1,False
3,monthly,allEW,day,1.0746000276231906,0.19111495601665207,0.41398631439837086,0.8182143391489503,0.6989594256618514,0.7307692307692307,26,0.020396038297758178,0.08410825655432402,0.242,True,True,True,False,True,3,False
3,all,callEW,c2c,0.6241116598826983,0.6298173295897779,-0.24236159484063988,0.43865249655853916,0.3976509080471466,0.5769230769230769,26,0.013561084305809625,0.1576331529143383,0.086,False,False,True,True,True,2,False
3,all,combEW,c2c,0.29707568903525744,0.07149735977683443,0.22626545626213482,0.2513005363947743,0.185615695076965,0.6923076923076923,26,-0.02234358182315763,0.1392502401168569,-0.16,False,True,True,False,True,2,False
3,all,putEW,c2c,0.28620594432194785,-0.5515297785642207,0.5825850669094539,0.22704401534928378,0.14837996034232995,0.5769230769230769,26,0.008931933189499112,0.155721232095482,0.057,False,False,True,True,True,2,False
3,all,allEW,c2c,0.791703885281096,0.3069556635289325,0.3871473338321178,0.6249545449062822,0.4369597914299139,0.6153846153846154,26,-0.0021352055410115782,0.08732200947684664,-0.024,False,False,True,True,True,2,False
3,all,callEW,o2o,0.43297192834173714,-0.05478201262688119,-0.43978548172667115,0.18753123660196386,0.054614182928910286,0.5,26,0.007086512756083246,0.15951746294335148,0.044,False,False,True,True,True,2,False
3,all,combEW,o2o,0.4238719096916877,-0.1795594369241147,0.23738141251348818,0.31920172853981443,0.17190641321398337,0.6153846153846154,26,-0.013848961190644767,0.14871164756499727,-0.093,False,False,True,True,True,2,False
3,all,putEW,o2o,0.3670368746810196,-0.2851069329104797,0.43730345360258405,0.2695524129305604,0.052310398360087114,0.46153846153846156,26,0.038222415980148236,0.15520885460021983,0.246,False,False,True,False,True,1,False
3,all,allEW,o2o,0.7945795182272911,-0.12019548617216257,0.26350013186031573,0.570024111309926,0.21196062015556608,0.6538461538461539,26,0.011110682101626758,0.08876289776283007,0.125,False,True,True,True,True,3,False
3,all,callEW,day,0.41059112211480947,-0.37834088432609003,-0.5637140322477018,0.15262799658542733,-0.01721823755419019,0.38461538461538464,26,0.0013105828418857064,0.16379858835885583,0.008,False,False,True,True,True,2,False
3,all,combEW,day,0.40171154017880495,-0.3322663807110238,-0.3148629118883602,0.22538211969116437,-0.009288886198093031,0.5,26,-0.00531077656160032,0.14869846455219315,-0.036,False,False,True,True,True,2,False
3,all,putEW,day,0.3051581723258909,0.02378352434765338,0.3502006406112816,0.2666974228854534,0.2218277190578318,0.6538461538461539,26,-0.010141033062362588,0.15229774510380667,-0.067,False,True,True,True,True,3,False
3,all,allEW,day,0.7583155391454114,-0.15252202405327678,-0.15700877770682248,0.49631884407011057,0.22126161669661207,0.5769230769230769,26,-0.0029495678209107835,0.09003883705391942,-0.033,False,False,True,True,True,2,False
4,monthly,callEW,c2c,0.0007416314972917103,-0.5216105774804626,-0.6561628458751539,-0.16859290929084506,-0.20162992574524932,0.34615384615384615,26,-0.05182913989307142,0.16131582328100696,-0.321,False,False,True,False,True,1,False
4,monthly,combEW,c2c,0.505363648686414,-0.22608884428438505,0.2798231988332742,0.3213900014016352,0.13235085525744988,0.5769230769230769,26,0.003179957521815129,0.14344131667327245,0.022,False,False,True,True,True,2,False
4,monthly,putEW,c2c,0.5596947761535693,0.5265978967755008,0.2004139342960606,0.48870050281133187,0.5902763335848414,0.6923076923076923,26,0.03435338960293282,0.1604696394438354,0.214,False,True,True,False,True,2,False
4,monthly,allEW,c2c,0.7422463310198898,-0.091115604318026,-0.07590685119145746,0.4716392923995405,0.4370808907215947,0.6923076923076923,26,-0.0026750408026900946,0.08671591467213645,-0.031,False,True,True,True,True,3,False
4,monthly,callEW,o2o,0.1127524644760675,0.045102027493278594,-0.9353520964105632,-0.0587589967043807,-0.16604504554366853,0.38461538461538464,26,-0.04462347016097767,0.1553201660328362,-0.287,False,False,True,False,True,1,False
4,monthly,combEW,o2o,0.4131525103623692,-0.1824008149864098,0.39870611055135297,0.3216639761431693,0.015749687575425365,0.5384615384615384,26,-0.0035262205791427707,0.13955974619135433,-0.025,False,False,True,True,True,2,False
4,monthly,putEW,o2o,0.4604454757849428,0.28251312512369553,0.705662523547325,0.46876151322904136,0.5519343060066352,0.6538461538461539,26,0.02712915833504473,0.1604696394438354,0.169,False,True,True,False,True,2,False
4,monthly,allEW,o2o,0.7119569001964362,0.16617927707267913,0.15376608941812583,0.5373344710206053,0.37874011170093025,0.5769230769230769,26,-0.004826130635421513,0.08568119791904934,-0.056,False,False,True,True,True,2,False
4,monthly,callEW,day,0.025902628975952226,-0.5250227428729218,0.13142455704277917,-0.025551689696702712,-0.047323234717105755,0.5769230769230769,26,-0.02271696352709667,0.15022716632689384,-0.151,False,False,True,False,True,1,False
4,monthly,combEW,day,0.35168037039784894,-0.5808604654046757,0.870710080620673,0.29809930225258086,0.1993984548341088,0.5384615384615384,26,0.021029605631318938,0.1404595086489157,0.15,False,False,True,True,True,2,False
4,monthly,putEW,day,0.1144593069671587,-0.4224470406335767,-0.2834467152006536,-0.035300979165409925,0.015374225529765913,0.5769230769230769,26,-0.03673826088169759,0.15123956873101357,-0.243,False,False,True,False,True,1,False
4,monthly,allEW,day,0.47743526580971873,-0.6821706293743216,0.36638807502923343,0.27902446889967897,0.25151083935255214,0.6153846153846154,26,-0.010086802223672696,0.08093276734064046,-0.125,False,False,True,True,True,2,False
4,all,callEW,c2c,0.22870242029279064,0.958266757963422,0.7582246432664784,0.37768881388261144,0.5693957607018235,0.7307692307692307,26,0.030792576376821798,0.16479480122271775,0.187,False,True,True,False,True,2,False
4,all,combEW,c2c,0.4001114429843602,-0.2899638135381449,0.6481529853694793,0.33412656576904776,0.25544045216870737,0.6538461538461539,26,0.02090392885385317,0.14217421631332636,0.147,False,True,True,True,True,3,False
4,all,putEW,c2c,0.21018635174881595,-0.12850869906911447,-0.49340565498717437,0.054987312037337394,0.10885103715925612,0.5384615384615384,26,0.010596418739104727,0.15485304118548415,0.068,False,False,True,True,True,2,False
4,all,allEW,c2c,0.660247446888679,0.4542441393728558,0.5894829429897528,0.6110998713686289,0.5813730022344348,0.7307692307692307,26,0.016704698603398804,0.08738949300514583,0.191,False,True,True,False,True,2,False
4,all,callEW,o2o,0.22262989128865945,0.5058708872775151,-0.13161780078149038,0.1921018756521735,0.11740428644207213,0.5769230769230769,26,0.009723927965756394,0.16415418184628994,0.059,False,False,True,True,True,2,False
4,all,combEW,o2o,0.2581389551077247,-0.21096786859778716,0.3205132332195035,0.19939253469567886,0.04714570737088741,0.5,26,0.00726086913687859,0.14143428605001665,0.051,False,False,True,True,True,2,False
4,all,putEW,o2o,0.03994160666950843,0.2734826352122506,-0.4423234448028081,-0.003094093966626274,0.02252105007834424,0.5,26,0.028628041919737304,0.16261658785829905,0.176,False,False,True,False,True,1,False
4,all,allEW,o2o,0.474627298555564,0.4282886053864329,-0.16208761515909123,0.358364352107131,0.18070407307075015,0.5,26,0.00904910175945818,0.08759882017439803,0.103,False,False,True,True,True,2,False
4,all,callEW,day,0.17116682723324797,-0.8973900571954826,-0.7210348884617951,-0.021512606609407726,-0.11042292175346784,0.46153846153846156,26,-0.0466780741109039,0.1667715930558644,-0.28,False,False,True,False,True,1,False
4,all,combEW,day,0.1844093041889949,-0.6003502516274104,0.7168984310760467,0.14231431448954712,0.013182927379270444,0.5,26,0.0013474672782484603,0.14093734397647498,0.01,False,False,True,True,True,2,False
4,all,putEW,day,0.1770904425462434,-0.6374382431813032,-0.5886717423067404,-0.0445957491582772,-0.013890856584572087,0.5,26,0.022393811551094833,0.15810801745712177,0.142,False,False,True,True,True,2,False
4,all,allEW,day,0.5139554108351368,-0.837619336225264,-0.3921042967378519,0.1853065638239389,0.06057147617146051,0.4230769230769231,26,-0.0013227190090829009,0.08709666180181264,-0.015,False,False,True,True,True,2,False
5,monthly,callEW,c2c,0.5011703185881188,0.7599490894893052,-0.03297163062648187,0.40590266301434796,0.5274642014184934,0.7692307692307693,26,0.03677214690293797,0.15258437163775673,0.241,False,True,True,False,True,2,False
5,monthly,combEW,c2c,0.3412416460225641,-0.055143018349697724,-0.09636216716330662,0.18479892845604096,0.19278859457794084,0.6538461538461539,26,0.007647935815392577,0.13729673964804281,0.056,False,True,True,True,True,3,False
5,monthly,putEW,c2c,0.28342179275686874,-0.1331283655032076,0.2084403327221327,0.20852035024888077,0.19507264934491247,0.6153846153846154,26,0.0447052484217694,0.1592961514292541,0.281,False,False,True,False,True,1,False
5,monthly,allEW,c2c,0.8040696254902792,0.37060573600620966,0.09069489696494566,0.5442604720080468,0.6048340645613101,0.6923076923076923,26,0.028738885957758503,0.08561307717311632,0.336,True,True,True,False,True,3,False
5,monthly,callEW,o2o,0.44928255198375217,-0.08002022744674267,0.08138764896006569,0.2956135986676572,0.250751033315491,0.6538461538461539,26,0.04536297659411433,0.1537661791035375,0.295,False,True,True,False,True,2,False
5,monthly,combEW,o2o,0.11618668882245696,-0.3790192949937646,0.21752738831776264,0.05719109568190273,0.06159009258048096,0.46153846153846156,26,-0.02891951543311657,0.14507059349622736,-0.199,False,False,True,False,True,1,False
5,monthly,putEW,o2o,0.39697109714312956,-0.22243087745988405,-0.18199514340342526,0.18274414112296092,0.2516881562274885,0.5769230769230769,26,0.044782236893302026,0.15801901161796664,0.283,False,False,True,False,True,1,False
5,monthly,allEW,o2o,0.6861751828813244,-0.2936748400598587,0.12696484376942382,0.41464298723658544,0.45059552544778386,0.5769230769230769,26,0.01879250728335592,0.08397277242274252,0.224,False,False,True,False,True,1,False
5,monthly,callEW,day,0.5149765861734459,-0.0059164185096967775,0.27485277069352043,0.39148425399595127,0.48499166802806504,0.7692307692307693,26,0.04175587896881283,0.15263000854479483,0.274,False,True,True,False,True,2,False
5,monthly,combEW,day,0.18183064868148394,-0.41260188864029695,0.47854839552415457,0.14987881906309683,0.1355970911438786,0.5384615384615384,26,-0.011960896219627403,0.1462147395805368,-0.082,False,False,True,True,True,2,False
