signal,sign,SR_gross,SR_net,held_pct,n_bars,SR_net_oos,SR_gross_oos,SR_net_oos_realcost,n_bars_oos,mean_pos,beta_oos
volume_pcr_monthly_robust20,1,0.3263930106294755,0.2511056295787736,98.41659841659842,3663,0.0713717595913552,0.1274147210096984,-0.0093702196816019,2348,0.0246210584486965,-0.08980888381762914
volume_pcr_all_signth20,1,0.312863838811332,0.2401115402583379,62.62626262626263,3663,0.0692389150676878,0.1280126865339093,-0.0155771801635654,2348,-0.027507824081699883,-0.16074931567359446
oi_put_all_chg_selftanh60,1,0.3194198863112091,0.2438887594256845,99.23559923559924,3663,0.0672654388120649,0.1389811088064004,-0.034417181252028,2348,0.14197377856020965,0.12304085913698029
volume_pcr_front_selftanh60,1,0.4509004267774991,0.3856598385593221,59.10455910455911,2186,0.0641030475627234,0.1142687522828447,-0.0083466615979647,1398,-0.02058378976462341,-0.21156091020771123
volume_pcr_front_robust20,1,0.4077712046623258,0.3380761686475408,58.99535899535899,2186,0.0640013263805369,0.1151958669834973,-0.009892943459428,1398,0.02172315542535556,-0.1642580928435573
oi_pcr_all_selftanh20,1,0.2810608220321121,0.2551991254803317,99.3993993993994,3663,0.0628701598031576,0.0979684798418222,0.0129929431050034,2348,-0.001116497226384692,-0.23477290645758922
oi_pcr_all_logdev60,1,0.4031772360637334,0.3841178368510893,99.29019929019928,3663,0.0624124250159703,0.0927074768789617,0.0194751716764069,2348,0.015627611121395473,-0.25361957647011646
oi_pcr_all_selftanh60,1,0.3910752333598189,0.3718112712030189,99.5085995085995,3663,0.0570920302753465,0.087476763647877,0.01402684834687,2348,-0.006351123082464107,-0.2742885301228319
volume_pcr_monthly_robust60,1,0.415076560697207,0.346687188763965,98.71689871689873,3663,0.0568982069494868,0.1113779540182396,-0.0214497879019684,2348,0.024722408728153837,-0.13367441950968337
volume_pcr_front_signth60,1,0.3983231567833176,0.3369398675041637,36.1998361998362,2186,0.0553493529741945,0.1038316830795791,-0.0147141946975695,1398,-0.03705752212389381,-0.25090612763786857
volume_pcr_front_selftanh120,1,0.6876635495501638,0.6243292278135806,58.09445809445809,2159,0.0503520836384018,0.1002771747160011,-0.0217250893295767,1398,-0.01221280311824744,-0.19319611159474823
volume_both_monthly_rank60,1,0.0747148556037012,0.0103289673896364,98.6076986076986,3663,0.0474039794871861,0.0829010659121615,-0.0042282351934703,2348,0.05243807039257366,0.011541809839815726
oi_both_weekly_signth20,-1,0.3876055498170676,0.28343337734949,13.595413595413596,828,0.047104511778313,0.0907908720997319,-0.0163666305864389,2073,-0.018958979662185453,0.009330488381554411
volume_both_monthly_rank120,-1,0.0066349045877631,-0.0513536722945759,99.31749931749933,3663,0.0435600671770246,0.0783440826623527,-0.0069793344778586,2348,-0.05200637809909033,0.017972322119481385
volume_call_all_logdev120,-1,0.1288707966282204,0.0662721810522379,99.34479934479934,3663,0.0433680115251699,0.1056561414093663,-0.0455622696497209,2348,-0.05884224050167725,-0.05153039076195083
volume_pcr_monthly_rank60,1,0.4489826880389049,0.3796782569659374,98.49849849849848,3663,0.0423551677520585,0.097723188669647,-0.0373184559296432,2348,0.02055499957439233,-0.1365720990068343
volume_pcr_all_rank60,1,0.3410965299286493,0.2702173321811366,98.44389844389843,3663,0.040688862223646,0.100451236524006,-0.0456840707383897,2348,0.02135495543889636,-0.14171511059841432
oi_put_weekly_robust60,-1,0.2000206716963332,0.0977713027808486,20.82992082992083,770,0.0400924862547982,0.0880437097849512,-0.0294131359295446,2073,-0.006837880173847909,0.07053648362163989
volume_pcr_front_winsor60,1,0.5077053091588137,0.4458740968899702,57.95795795795796,2186,0.0359329911901716,0.0826821526407645,-0.0312949542724817,1398,0.004580332984003343,-0.09853364894369997
oi_both_weekly_selftanh120,-1,0.4628380432192202,0.3589641328711973,20.91182091182091,769,0.0342121982795262,0.0808536454150866,-0.0332076487554342,2073,0.002413184672536439,0.056559012327723736
oi_put_weekly_signth20,-1,0.4963279030384569,0.3923671091806852,13.73191373191373,828,0.031903678922495,0.0775928884623744,-0.0342994927017861,2073,0.008273009307135471,0.08100538564056066
volume_both_all_rank120,-1,0.0072544073334674,-0.0561778376379861,99.3993993993994,3663,0.0304098217337295,0.0916408588205756,-0.0573028069809078,2348,-0.0727315943332886,-0.021868345555561622
volume_both_front_robust20,1,0.3328060475838132,0.2627513442028116,58.99535899535899,2186,0.0288784439375534,0.050726433070131,-0.0032507518359746,1398,0.13863650557059876,0.13931877176396004
oi_pcr_all_winsor20,1,0.3305463649513201,0.3000526725904014,98.49849849849848,3663,0.0269013808222701,0.0630359892323772,-0.0248041780476579,2348,0.00822029544848126,-0.1319119023681907
volume_call_front_robust60,1,0.4261837501501007,0.3660102725974252,58.20365820365821,2160,0.02142570049698,0.043767614127818,-0.0114700304583492,1398,0.14578850947154529,0.12068524644471652
oi_pcr_front_chgskew60,1,0.0415716108613028,0.0330377286584038,59.51405951405951,2186,0.0210348833851711,0.0273586118573368,0.0118062701246442,1398,-0.3398326192114664,-0.1224811929679011
volume_put_front_robust20,1,0.4416635056503477,0.3725460990249659,58.91345891345892,2186,0.0204789029451666,0.0427992746171686,-0.0124128821846354,1398,0.1392964079699637,0.12519778219098693
oi_both_weekly_winsor60,-1,0.5197114416642422,0.4096670334796981,21.266721266721262,799,0.0202598439734865,0.0683467401099193,-0.0495840377478601,2073,-0.0031509323781856377,0.0055114262030819565
oi_pcr_front_chg_selftanh20,1,0.2761939852188979,0.1942471862671306,58.99535899535899,2186,0.0168780130795688,0.0779887363779914,-0.0713635513786237,1398,0.029678744899824253,0.006282296969434666
oi_call_monthly_robust60,-1,0.0130822608003329,-0.0078112665753428,98.96259896259896,3663,0.0148701524493485,0.0311501092873507,-0.0086593319398121,2348,-0.08926516882331507,-0.14114140218998084
volume_call_front_robust20,1,0.4190914170358524,0.3500776716225611,58.64045864045864,2186,0.0090854846385361,0.0309930414474958,-0.0230283980283264,1398,0.13340814453094224,0.14607125677843386
oi_both_weekly_rank120,-1,0.4046942879090492,0.3007510670766121,20.91182091182091,769,0.0071861256542029,0.0554164872576726,-0.0626418195004572,2073,-0.010609282370142865,0.037575083170566854
volume_both_monthly_signth20,-1,0.1089932734565599,0.0471925838991536,64.59186459186459,3663,0.0047069592071167,0.0335389398099873,-0.03807120940378,2348,0.10657222862790315,0.14987304176526978
volume_put_monthly_rank60,1,0.1050023877763245,0.0401872279676997,98.3073983073983,3663,0.0045874391979629,0.0401204873451659,-0.0471401757824497,2348,0.0570359439798718,-0.002852459955292518
oi_call_weekly_signth20,-1,0.6401201879967764,0.5416881697921359,13.868413868413867,828,0.003024918180469,0.042852150123514,-0.0544498896589159,2073,0.007583591864874182,-0.01065254945356641
volume_pcr_all_robust60,1,0.2976119297703146,0.2278897176365363,98.58039858039858,3663,0.0003800085540115,0.0597941623186895,-0.0854641845387751,2348,0.02245223168946534,-0.14593546600558388
volume_pcr_front_signth20,1,0.3377459327633986,0.2714271822790379,36.58203658203658,2186,0.000143260902143,0.0489476021942702,-0.0705011078369213,1398,-0.03982300884955752,-0.26416634721580234
volume_pcr_monthly_winsor20,1,0.3282920570010137,0.2510721508322049,97.21539721539722,3663,-0.0002570144001282,0.0581797087747211,-0.0846203775953736,2348,0.0016207357368419998,-0.060036498230710285
volume_call_monthly_signth60,-1,0.0051980665885821,-0.055023329027391,64.48266448266449,3663,-0.0038512012953578,0.0260852889714623,-0.0483250142631177,2348,0.09537143798385768,0.15213716535832628
volume_pcr_all_rank120,1,0.505405597707144,0.4374088240289374,99.29019929019928,3663,-0.005413495910148,0.0522098074753788,-0.088648790029028,2348,0.01664979172783695,-0.16200811545844362
volume_call_monthly_rank120,-1,0.1086338765964497,0.0502266321493994,99.18099918099918,3663,-0.0068011842904504,0.0285828747123891,-0.0581487283589693,2348,-0.04561723826336881,-0.0005940255232774396
volume_pcr_all_logdev120,1,0.4573997995363079,0.3902396784581926,98.85339885339886,3663,-0.0069818400438478,0.0508325418857297,-0.0905345245621012,2348,0.011036952974991595,-0.17120257009947426
oi_put_weekly_selftanh20,-1,0.5182965350494056,0.4105810000175247,22.194922194922196,819,-0.0083468196757049,0.0403001649647353,-0.0787573249027086,2073,0.001752366387142554,0.0637329120919055
volume_pcr_all_logdev60,1,0.2302480355198707,0.1604319991142134,99.31749931749933,3663,-0.0083593968947488,0.0512652526367581,-0.0945824494198252,2348,0.006706645763684298,-0.15975405863875392
volume_pcr_front_selftanh20,1,0.3006690377850742,0.2306064460691582,59.21375921375921,2186,-0.0083755854892779,0.0429645495386902,-0.0826237862910292,1398,-0.025077148172338946,-0.20199792310312512
volume_pcr_monthly_logdev60,1,0.3385343361885294,0.2703812322063513,99.18099918099918,3663,-0.0108088457646651,0.0435296400051548,-0.0890909553411487,2348,0.0030192044197609683,-0.16558613826501886
oi_pcr_monthly_chgskew20,-1,0.1347448420415156,0.1231922599314808,99.31749931749933,3663,-0.0116514013951275,-0.000448200660816,-0.0276460128486922,2348,0.16050730176297293,-0.0038256897163199545
