cand,variant,lag,sign_IS,SR_IS,SR_OOS,SR_net,SR_of_SR,positive_years,n_years,beta,mean_exec_w,pass4
us_dxy_broad|selfz|w60,c2c,1,-1,0.3467835701249575,0.13346097078854074,0.2656932781943212,0.20021833653807403,0.6190476190476191,21,-0.17034137924652476,-0.003879698772545691,False
us_dxy_broad|selfz|w60,c2c,2,-1,0.20242720150275928,0.1895734455135842,0.19762176781750354,0.08310387321003054,0.5238095238095238,21,-0.16512156308147674,-0.0040318277646730315,False
us_dxy_broad|selfz|w60,c2c,3,-1,0.2135456071903846,0.24784028056651025,0.22656512898589345,0.11824129385781769,0.47619047619047616,21,-0.15751771719347862,-0.004208791844507864,False
us_dxy_broad|selfz|w60,o2o,1,-1,0.3741444695358681,0.21447710357975885,0.3165424693854443,0.25311904165428656,0.6190476190476191,21,-0.21923170854613735,-0.003879698772545691,False
us_dxy_broad|selfz|w60,o2o,2,-1,0.2193720498475137,0.18299213188819077,0.20626271205407998,0.11421629223699319,0.6190476190476191,21,-0.20259176201947585,-0.0040318277646730315,False
us_dxy_broad|selfz|w60,o2o,3,-1,0.14706996946878692,0.2093521819236213,0.16919994542123032,0.03670800438620778,0.47619047619047616,21,-0.18439646602552826,-0.004208791844507864,False
us_dxy_broad|selfz|w60,day,1,1,0.024578416929826902,-0.2584027880057225,-0.0692112697134654,-0.16377835168550411,0.3333333333333333,21,0.17132823179012052,0.003879698772545691,False
us_dxy_broad|selfz|w60,day,2,1,0.07879197478950643,-0.22724809953350336,-0.022263121022841614,-0.08494990609963039,0.47619047619047616,21,0.16289355211046175,0.0040318277646730315,False
us_dxy_broad|selfz|w60,day,3,1,0.013228655069414536,-0.2563505816911584,-0.07543264219876154,-0.1652716391704288,0.42857142857142855,21,0.15877958047770552,0.004208791844507864,False
us_dxy_broad|selfz|w120,c2c,1,-1,0.4156546425871414,0.36308760374179067,0.3954355480981503,0.38730588667659005,0.6666666666666666,21,-0.21247731727495262,-0.00010666036516573378,False
us_dxy_broad|selfz|w120,c2c,2,-1,0.2953862466552404,0.3797520192624585,0.32744833839970433,0.25995443453553835,0.5238095238095238,21,-0.2056585875012981,-0.00020010828684064965,False
us_dxy_broad|selfz|w120,c2c,3,-1,0.3189584004088539,0.44240924731837394,0.3661970600687085,0.3103966249941323,0.5238095238095238,21,-0.20118208325882964,-0.00034198579593835326,False
us_dxy_broad|selfz|w120,o2o,1,-1,0.43647194331319716,0.40773133152746366,0.42594779518504844,0.5148786373634773,0.7142857142857143,21,-0.2471512134933189,-0.00010666036516573378,False
us_dxy_broad|selfz|w120,o2o,2,-1,0.3430568407791839,0.39795359414030607,0.36236081970206296,0.33099100086765443,0.6190476190476191,21,-0.23269180442790793,-0.00020010828684064965,False
