frac,p,rep,sign,n_bars,SR_gross,SR_net,SR_of_SR,positive_years,yr_sr_min,n_years,beta,mean_exec_w,abs_exec_w,max_dd_pct,max_dd_days,turnover_ann,held_pct,start_date,end_date,mean_abs_w,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes,passes_old
0.1,0.52,10,1,2264,0.09092032429500656,-0.07379920173197076,-0.18410091174448617,0.3,-2.6332148673938693,10,-0.022074386193846787,0.002208480565371025,0.1073321554770318,-10.219840190307163,1109,51.42402826855124,10.73321554770318,2017-05-16,2026-09-01,0.1073321554770318,-0.206,False,False,True,False,True,1,False,False
0.1,0.52,11,1,2264,0.1483006687474359,-0.027685259914003668,-0.10891466751711383,0.3,-1.753846884704254,10,-0.006130026218643176,-0.004858657243816254,0.09938162544169611,-12.679455077877378,1889,47.52826855123675,9.93816254416961,2017-05-16,2026-09-01,0.09938162544169611,-0.062,False,False,True,True,True,2,False,False
0.1,0.52,12,1,2264,0.21597870107584977,0.02366666178234973,0.01726412434668565,0.6,-1.2607167832943473,10,0.012802630234118834,0.001325088339222615,0.09584805653710247,-10.15954553833943,542,46.41519434628975,9.584805653710248,2017-05-16,2026-09-01,0.09584805653710247,0.134,False,False,True,True,True,2,False,False
0.1,0.52,13,1,2264,0.5435033749311441,0.38095640874033443,0.3655289133531563,0.7,-1.603030043866718,10,-0.026639053595620653,0.0,0.09982332155477032,-9.993736782511544,1694,47.30565371024735,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,-0.267,False,True,True,False,True,2,False,False
0.1,0.52,14,1,2264,0.2641010210787243,0.11162111016324198,0.16669547940372653,0.7,-2.077396273432573,10,-0.02511063546474231,-0.004858657243816254,0.09496466431095406,-12.985999000635992,627,46.86042402826855,9.496466431095406,2017-05-16,2026-09-01,0.09496466431095406,-0.264,False,True,True,False,True,2,False,False
0.1,0.52,15,1,2264,0.015474404647351662,-0.12478950600462552,0.06097587552511391,0.6,-1.705659656988709,10,0.025500814312135894,0.0035335689045936395,0.09982332155477032,-19.710057172015446,513,46.86042402826855,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,0.255,False,False,True,False,True,1,False,False
0.1,0.52,16,1,2264,0.4066611371924348,0.2532011833645921,0.07403065845126783,0.7,-2.6182804817725858,10,-0.03558628454672957,-0.0066254416961130744,0.09231448763250884,-9.96111827727162,1757,44.07773851590106,9.231448763250883,2017-05-16,2026-09-01,0.09231448763250884,-0.385,False,True,True,False,True,2,False,False
0.1,0.52,17,1,2264,-0.6285502608021937,-0.7784595428749262,-0.861948807283556,0.3,-2.443827201901852,10,0.03084224195243804,-0.011925795053003533,0.10203180212014135,-30.09815996205823,2216,48.75265017667844,10.203180212014134,2017-05-16,2026-09-01,0.10203180212014135,0.302,False,False,True,False,True,1,False,False
0.1,0.52,18,1,2264,0.07757625531075729,-0.09611735083969299,-0.003070264496339907,0.5,-1.7954864595679,10,-0.019307572447215756,-0.006183745583038869,0.09717314487632508,-14.066130231407556,1184,46.081272084805654,9.717314487632509,2017-05-16,2026-09-01,0.09717314487632508,-0.199,False,False,True,False,True,1,False,False
0.1,0.52,19,1,2264,0.7319771238571612,0.5497443909634923,0.40628158575327866,0.5,-0.9907227006945168,10,-0.013483041740599349,-0.00044169611307420494,0.11263250883392226,-5.483566088578283,662,53.20494699646643,11.263250883392226,2017-05-16,2026-09-01,0.11263250883392226,-0.12,False,False,True,True,True,2,False,False
0.1,0.52,20,1,2264,0.6183472862764802,0.4327293483331867,0.22935955346669162,0.5,-1.761620808355247,10,-0.002348590844996937,0.009717314487632508,0.10335689045936396,-11.678828657728259,915,49.75441696113074,10.335689045936396,2017-05-16,2026-09-01,0.10335689045936396,-0.023,False,False,True,True,True,2,False,False
0.1,0.52,21,1,2264,0.2713627835752647,0.09956886423037314,0.2721224399731003,0.7,-1.275087741293755,10,-0.015406970863497323,0.004858657243816254,0.10644876325088339,-8.847844864517713,1249,51.20141342756184,10.644876325088338,2017-05-16,2026-09-01,0.10644876325088339,-0.145,False,True,True,True,True,3,False,False
0.1,0.52,22,1,2264,-0.05901371505180995,-0.2483765457526382,-0.5942312343318301,0.3,-1.795414857395612,10,0.00825415098111287,0.007950530035335688,0.10865724381625441,-11.468212695219226,1731,51.98056537102473,10.86572438162544,2017-05-16,2026-09-01,0.10865724381625441,0.076,False,False,True,True,True,2,False,False
0.1,0.52,23,1,2264,0.21506008999200954,0.02491574495804039,-0.01831757335858934,0.6,-2.6904394816301456,10,-0.012047069236826463,-0.005742049469964664,0.10026501766784453,-15.899028706220605,710,48.53003533568905,10.026501766784452,2017-05-16,2026-09-01,0.10026501766784453,-0.12,False,False,True,True,True,2,False,False
0.1,0.52,24,1,2264,0.6149315395312207,0.4550170411763185,0.5310526586814995,0.6,-0.5660545245308584,10,-0.03873174710786379,-0.0017667844522968198,0.09717314487632508,-4.491602034270679,585,46.74911660777386,9.717314487632509,2017-05-16,2026-09-01,0.09717314487632508,-0.399,False,False,True,False,True,1,False,False
0.1,0.52,25,1,2264,0.2199281795747014,0.050587488110260155,-0.24094842878391548,0.4,-1.0016101405895723,10,0.006508624331234358,-0.006183745583038869,0.10600706713780919,-9.58413096362917,1977,50.867491166077734,10.60070671378092,2017-05-16,2026-09-01,0.10600706713780919,0.061,False,False,True,True,True,2,False,False
0.1,0.52,26,1,2264,-0.3750466947022758,-0.5132231392590334,-0.5007443427145256,0.2,-2.686359311482588,10,-0.04261800229410489,-0.007508833922261484,0.10114840989399293,-24.878419799152873,2226,48.08480565371025,10.114840989399292,2017-05-16,2026-09-01,0.10114840989399293,-0.421,False,False,True,False,True,1,False,False
0.1,0.52,27,1,2264,0.31232740019387045,0.19865948606545747,0.13059589705565902,0.8,-1.723663522383789,10,-0.10159854369815033,0.004858657243816254,0.10203180212014135,-9.519232916342684,1457,49.86572438162544,10.203180212014134,2017-05-16,2026-09-01,0.10203180212014135,-0.996,False,True,True,False,True,2,False,False
0.1,0.52,28,1,2264,0.20901914057721233,0.07530879241228786,-0.14972136980485173,0.4,-1.803586565333932,10,0.04451979526215783,0.003975265017667844,0.09231448763250884,-14.244913458478162,1495,43.409893992932865,9.231448763250883,2017-05-16,2026-09-01,0.09231448763250884,0.482,False,False,True,False,True,1,False,False
0.1,0.52,29,1,2264,0.22117242996198405,0.058128712814728915,0.26913094552840433,0.6,-1.6232485187409147,10,-0.0029092133916070553,0.0066254416961130744,0.09496466431095406,-9.302840516758696,856,44.74558303886926,9.496466431095406,2017-05-16,2026-09-01,0.09496466431095406,-0.031,False,False,True,True,True,2,False,False
0.1,0.52,30,1,2264,0.1741226557672665,0.03175137192606613,-0.1775029243387462,0.6,-2.962237455974335,10,0.05552245653558792,0.0,0.10070671378091872,-19.413812793364276,1356,47.63957597173145,10.070671378091872,2017-05-16,2026-09-01,0.10070671378091872,0.551,False,False,True,False,True,1,False,False
0.1,0.52,31,1,2264,0.30666250116318067,0.12798228636664594,0.020783493692756134,0.5,-1.3840489758626928,10,0.005484478032361406,0.007950530035335688,0.10247349823321555,-8.96091053673007,820,49.97703180212014,10.247349823321555,2017-05-16,2026-09-01,0.10247349823321555,0.054,False,False,True,True,True,2,False,False
0.1,0.52,32,1,2264,0.5069714446684841,0.33926416265949205,0.31124692993310016,0.8,-1.9547904621076084,10,0.005352700705788862,0.0030918727915194345,0.09496466431095406,-7.713139063066983,967,45.19081272084806,9.496466431095406,2017-05-16,2026-09-01,0.09496466431095406,0.056,False,True,True,True,True,3,False,False
0.1,0.52,33,1,2264,0.76110146265567,0.6056589297148074,0.21459269626540567,0.6,-1.8189034424961166,10,0.03359763944830572,0.0035335689045936395,0.09717314487632508,-8.783209270096783,1154,47.08303886925795,9.717314487632509,2017-05-16,2026-09-01,0.09717314487632508,0.346,False,False,True,False,True,1,False,False
0.1,0.52,34,1,2264,0.24636474012274315,0.07282398812886084,0.26885910981626043,0.5,-1.2225239685131548,10,0.015005368180395494,0.0008833922261484099,0.0980565371024735,-14.788495654086503,1499,47.08303886925795,9.80565371024735,2017-05-16,2026-09-01,0.0980565371024735,0.153,False,False,True,False,True,1,False,False
0.1,0.52,35,1,2264,0.3747867770024497,0.22382565217254846,0.13923955518993417,0.4,-1.028309572679263,10,0.02304294632954431,0.011042402826855124,0.09584805653710247,-11.509990742003302,1042,45.85865724381625,9.584805653710248,2017-05-16,2026-09-01,0.09584805653710247,0.24,False,False,True,False,True,1,False,False
0.1,0.52,36,1,2264,0.11874394134570619,-0.0522616753622183,-0.08041032614510667,0.5,-1.7973382282932049,10,0.0015048092511346961,0.004858657243816254,0.09938162544169611,-9.688082380736423,1159,48.64134275618375,9.93816254416961,2017-05-16,2026-09-01,0.09938162544169611,0.015,False,False,True,True,True,2,False,False
0.1,0.52,37,1,2264,-0.41566154127819777,-0.5795741346714387,-0.8340482264837918,0.2,-1.9808362971374904,10,-0.04422205672245526,-0.0066254416961130744,0.11086572438162544,-30.011734380528626,1793,53.65017667844523,11.086572438162543,2017-05-16,2026-09-01,0.11086572438162544,-0.399,False,False,True,False,True,1,False,False
0.1,0.52,38,1,2264,-0.03316381961804317,-0.2285560013744047,-0.4198265631002454,0.3,-1.5336107033491002,10,-0.017560442707708936,0.002208480565371025,0.09849823321554771,-14.61826775212478,2237,46.74911660777386,9.849823321554771,2017-05-16,2026-09-01,0.09849823321554771,-0.178,False,False,True,False,True,1,False,False
0.1,0.52,39,1,2264,-0.287484848900338,-0.42919120750122186,-0.714615780758789,0.4,-1.3260836429779317,10,0.015887010466796043,-0.01060070671378092,0.09187279151943463,-18.849735862935916,2263,43.07597173144876,9.187279151943462,2017-05-16,2026-09-01,0.09187279151943463,0.173,False,False,True,False,True,1,False,False
0.1,0.52,40,1,2264,0.14791738639591503,0.01275004779150464,0.23451646022484846,0.5,-0.9615481074754364,10,0.010342415890975036,-0.0035335689045936395,0.09982332155477032,-13.862236313907111,793,46.63780918727915,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,0.104,False,False,True,True,True,2,False,False
0.1,0.52,41,1,2264,0.08986117818151437,-0.10233128977194667,-0.22181059219714366,0.4,-2.7442233171931996,10,0.0035508973730024357,0.0035335689045936395,0.09540636042402827,-14.958347858064949,1608,46.41519434628975,9.540636042402827,2017-05-16,2026-09-01,0.09540636042402827,0.037,False,False,True,True,True,2,False,False
0.1,0.52,42,1,2264,0.0351154051164502,-0.12413429994531483,-0.1488605284732483,0.4,-1.1663515460003506,10,0.03367715958083336,0.0066254416961130744,0.09231448763250884,-9.49398136824953,1343,44.18904593639576,9.231448763250883,2017-05-16,2026-09-01,0.09231448763250884,0.365,False,False,True,False,True,1,False,False
0.1,0.52,43,1,2264,-0.18259873000610724,-0.35840352863044206,-0.1251669918546711,0.5,-1.8953150183393304,10,-0.019728917163658044,-0.007067137809187279,0.08833922261484099,-20.542453672310153,1624,42.51943462897527,8.8339222614841,2017-05-16,2026-09-01,0.08833922261484099,-0.223,False,False,True,False,True,1,False,False
0.1,0.52,44,1,2264,-0.14829001436491682,-0.295132702855513,-0.3326481992419822,0.3,-2.0356158830574564,10,-0.005541428914918271,-0.005742049469964664,0.09673144876325088,-14.624695988383241,1811,45.63604240282686,9.673144876325088,2017-05-16,2026-09-01,0.09673144876325088,-0.057,False,False,True,True,True,2,False,False
0.1,0.52,45,1,2264,0.11086175250080027,-0.06177649809362708,-0.17524096216076457,0.4,-1.0381003360518921,10,0.01968531438252309,0.004858657243816254,0.10026501766784453,-7.869444885954291,2025,47.52826855123675,10.026501766784452,2017-05-16,2026-09-01,0.10026501766784453,0.196,False,False,True,False,True,1,False,False
0.1,0.52,46,1,2264,-0.028853708023807705,-0.214974849024922,-0.2949607355455981,0.3,-1.1265964556866916,10,-0.013582254074958248,-0.0030918727915194345,0.10468197879858657,-12.881962285619238,1114,50.42226148409894,10.468197879858657,2017-05-16,2026-09-01,0.10468197879858657,-0.13,False,False,True,True,True,2,False,False
0.1,0.52,47,1,2264,0.6046949702750023,0.4233876483859333,0.1556362918034181,0.5,-1.5416057884034011,10,0.03221249651806419,0.00441696113074205,0.10070671378091872,-8.027707434217602,1597,47.30565371024735,10.070671378091872,2017-05-16,2026-09-01,0.10070671378091872,0.32,False,False,True,False,True,1,False,False
0.1,0.52,48,1,2264,0.3951268088540667,0.23349619081134482,0.3897611551212347,0.6,-1.3587904355403562,10,-0.021251628700721725,0.001325088339222615,0.10909893992932862,-9.295274474686218,562,52.42579505300353,10.909893992932862,2017-05-16,2026-09-01,0.10909893992932862,-0.195,False,False,True,False,True,1,False,False
0.1,0.52,49,1,2264,-0.260263342353267,-0.39685119480007486,-0.23176831510207463,0.4,-1.8179707496098265,10,0.017772973190405487,0.00265017667844523,0.09982332155477032,-20.271797604085265,1248,48.418727915194346,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,0.178,False,False,True,False,True,1,False,False
0.1,0.52,50,1,2264,-0.02652156994713014,-0.1904272933678588,-0.22362770851719435,0.5,-1.8198904364643238,10,-0.021485788721097732,0.0035335689045936395,0.09275618374558305,-13.918178128940081,2092,44.63427561837456,9.275618374558304,2017-05-16,2026-09-01,0.09275618374558305,-0.232,False,False,True,False,True,1,False,False
0.1,0.52,51,1,2264,0.08691406030280495,-0.04892163358707302,-0.022484587278541045,0.4,-1.8417239320969623,10,0.0210308170058471,0.002208480565371025,0.09231448763250884,-14.312762254053474,855,44.52296819787986,9.231448763250883,2017-05-16,2026-09-01,0.09231448763250884,0.228,False,False,True,False,True,1,False,False
0.1,0.52,52,1,2264,0.15759417281564064,0.01035350520083813,-0.10991973572383551,0.4,-1.431292305689827,10,-0.05817514395049429,-0.003975265017667844,0.10644876325088339,-11.896001902959306,885,51.53533568904594,10.644876325088338,2017-05-16,2026-09-01,0.10644876325088339,-0.547,False,False,True,False,True,1,False,False
0.1,0.52,53,1,2264,-0.36016379904876233,-0.5592461258320642,-0.40747748397664724,0.3,-1.51548252042436,10,-0.012152106798371365,-0.013250883392226149,0.0980565371024735,-23.09592024210463,1436,47.41696113074205,9.80565371024735,2017-05-16,2026-09-01,0.0980565371024735,-0.124,False,False,True,True,True,2,False,False
0.1,0.52,54,1,2264,0.2211673952017226,0.0767832854375137,-0.04040548600793999,0.5,-1.3911820392657983,10,-0.06579983213678506,-0.0035335689045936395,0.09982332155477032,-14.395935929668664,1603,46.74911660777386,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,-0.659,False,False,True,False,True,1,False,False
0.1,0.52,55,1,2264,0.0646048305490366,-0.07364663685941422,-0.028788994669714164,0.4,-1.244439275721449,10,0.021331022663374746,0.002208480565371025,0.09673144876325088,-9.638514093696715,654,46.19257950530035,9.673144876325088,2017-05-16,2026-09-01,0.09673144876325088,0.221,False,False,True,False,True,1,False,False
0.1,0.52,56,1,2264,0.5630291780751481,0.40454844742284257,0.4044649870181019,0.7,-0.9065948457453223,10,-0.0260351734657842,0.0030918727915194345,0.10556537102473498,-9.65084111682486,1124,50.31095406360424,10.556537102473499,2017-05-16,2026-09-01,0.10556537102473498,-0.247,False,True,True,False,True,2,False,False
0.1,0.52,57,1,2264,0.7269814156870398,0.5689819585394199,0.22631538098951526,0.6,-2.0510941005216963,10,-0.023112646357810802,-0.003975265017667844,0.09938162544169611,-10.440265536399613,950,47.86219081272085,9.93816254416961,2017-05-16,2026-09-01,0.09938162544169611,-0.233,False,False,True,False,True,1,False,False
0.1,0.52,58,1,2264,0.1809542206259851,0.015261982085638063,-0.03137987172295104,0.6,-1.749404158518637,10,0.015083968823609831,-0.0017667844522968198,0.0989399293286219,-13.157326216772432,1321,46.74911660777386,9.89399293286219,2017-05-16,2026-09-01,0.0989399293286219,0.152,False,False,True,False,True,1,False,False
0.1,0.52,59,1,2264,0.17140744698473973,0.006600507031950993,-0.0006904113741124556,0.2,-1.0468663729775582,10,0.016887891945309146,0.0035335689045936395,0.10159010600706714,-11.535139692573926,1126,48.30742049469965,10.159010600706713,2017-05-16,2026-09-01,0.10159010600706714,0.166,False,False,True,False,True,1,False,False
0.1,0.55,0,1,2264,-0.04453389006823417,-0.21256194855872781,-0.18251197538975356,0.4,-1.0235150696591695,10,0.02009075409850576,-0.0017667844522968198,0.10600706713780919,-13.836634604121608,1538,51.20141342756184,10.60070671378092,2017-05-16,2026-09-01,0.10600706713780919,0.19,False,False,True,False,True,1,False,False
0.1,0.55,1,1,2264,0.5408596185381257,0.3861165292081883,0.2727135950920794,0.7,-1.463522484282833,10,0.001885298574684833,-0.0088339222614841,0.09540636042402827,-10.007700207597138,1444,44.52296819787986,9.540636042402827,2017-05-16,2026-09-01,0.09540636042402827,0.02,False,True,True,True,True,3,False,False
0.1,0.55,2,1,2264,0.45303479962599397,0.2573074730209214,0.26731824755238087,0.6,-1.3046645324259392,10,0.0012752871218753433,0.0035335689045936395,0.10512367491166077,-7.545301522074743,832,50.64487632508834,10.512367491166078,2017-05-16,2026-09-01,0.10512367491166077,0.012,False,False,True,True,True,2,False,False
0.1,0.55,3,1,2264,0.9127890004601006,0.7593012353307145,0.5159491661094369,0.7,-1.3272741330295932,10,0.008021192739375915,0.001325088339222615,0.09849823321554771,-5.023554494729948,483,47.30565371024735,9.849823321554771,2017-05-16,2026-09-01,0.09849823321554771,0.081,False,True,True,True,True,3,False,False
0.1,0.55,4,1,2264,0.1629182957471789,-0.04509029071244853,-0.14677800968233637,0.5,-1.7576218714211627,10,-0.0016323576003078673,-0.001325088339222615,0.10644876325088339,-9.685291176267118,1739,51.75795053003533,10.644876325088338,2017-05-16,2026-09-01,0.10644876325088339,-0.015,False,False,True,True,True,2,False,False
0.1,0.55,5,1,2264,0.12383987279530198,-0.0484129145523428,-0.13171609557169262,0.5,-2.5697281060144657,10,0.018278580044375617,0.002208480565371025,0.10644876325088339,-16.943737585832615,1757,50.867491166077734,10.644876325088338,2017-05-16,2026-09-01,0.10644876325088339,0.172,False,False,True,False,True,1,False,False
0.1,0.55,6,1,2264,0.8696263868486199,0.7073942879365133,0.33456611834391387,0.7,-1.6362027779903439,10,-0.0032890673641585294,-0.00044169611307420494,0.09938162544169611,-7.405476833359473,557,48.86395759717314,9.93816254416961,2017-05-16,2026-09-01,0.09938162544169611,-0.033,False,True,True,True,True,3,False,False
0.1,0.55,7,1,2264,0.1383216395933603,-0.03853116462110828,0.1396192837414973,0.6,-1.4954841594515471,10,-0.04959329700425324,-0.0030918727915194345,0.11439929328621908,-11.565971828101313,1042,54.87455830388692,11.439929328621908,2017-05-16,2026-09-01,0.11439929328621908,-0.434,False,False,True,False,True,1,False,False
0.1,0.55,8,1,2264,-0.05843658452214758,-0.21182319384876144,-0.04793647847345396,0.5,-2.068756626490143,10,-0.03975133641067089,0.005742049469964664,0.10556537102473498,-17.417728059828068,1710,50.64487632508834,10.556537102473499,2017-05-16,2026-09-01,0.10556537102473498,-0.377,False,False,True,False,True,1,False,False
0.1,0.55,9,1,2264,0.37820746965463503,0.21660231507377153,0.09529154479921043,0.7,-3.2905284027926536,10,0.011511075468543538,-0.002208480565371025,0.10644876325088339,-13.630570720355353,1224,49.08657243816254,10.644876325088338,2017-05-16,2026-09-01,0.10644876325088339,0.108,False,True,True,True,True,3,False,False
0.1,0.55,10,1,2264,0.7652463548644035,0.6420822248272264,0.26441053793207214,0.6,-1.628530804622446,10,-5.7955472346309435e-05,-0.007067137809187279,0.10777385159010601,-12.331859348446876,669,51.090106007067135,10.777385159010601,2017-05-16,2026-09-01,0.10777385159010601,-0.001,False,False,True,True,True,2,False,False
0.1,0.55,11,1,2264,-0.35148748932848295,-0.5257994030996409,-0.5513627115389212,0.3,-2.1290273033132388,10,-0.015932120938335435,-0.0088339222614841,0.09187279151943463,-17.76147333437776,1719,43.632508833922266,9.187279151943462,2017-05-16,2026-09-01,0.09187279151943463,-0.173,False,False,True,False,True,1,False,False
0.1,0.55,12,1,2264,-0.1296769256003432,-0.3131723079055942,-0.22814941649755388,0.3,-1.6995110530905726,10,-0.0066199041588892275,-0.0066254416961130744,0.10114840989399293,-15.927045764863646,1284,48.08480565371025,10.114840989399292,2017-05-16,2026-09-01,0.10114840989399293,-0.065,False,False,True,True,True,2,False,False
0.1,0.55,13,1,2264,0.4465400001984493,0.2919080973774608,0.2294839324856217,0.6,-2.166956485125468,10,0.01829130023636783,-0.002208480565371025,0.09673144876325088,-9.847706315437147,1699,46.081272084805654,9.673144876325088,2017-05-16,2026-09-01,0.09673144876325088,0.189,False,False,True,False,True,1,False,False
0.1,0.55,14,1,2264,0.3161822695940565,0.13625484248587824,0.29677988193927807,0.5,-0.9680841469165888,10,0.015878367045835607,0.007950530035335688,0.10600706713780919,-7.416448243007132,551,48.30742049469965,10.60070671378092,2017-05-16,2026-09-01,0.10600706713780919,0.15,False,False,True,True,True,2,False,False
0.1,0.55,15,1,2264,0.623642501851398,0.4507994829577843,0.34289750825246923,0.6,-0.7877293798102885,10,0.0020335213467835437,0.0017667844522968198,0.10159010600706714,-6.151650136485079,1292,47.41696113074205,10.159010600706713,2017-05-16,2026-09-01,0.10159010600706714,0.02,False,False,True,True,True,2,False,False
0.1,0.55,16,1,2264,0.9480074565139313,0.7534798397709488,1.8193989662221868,1.0,0.18347792220011566,10,-0.010890554405195948,0.0030918727915194345,0.1073321554770318,-5.215228433774311,326,51.42402826855124,10.73321554770318,2017-05-16,2026-09-01,0.1073321554770318,-0.101,True,True,True,True,True,4,True,True
0.1,0.55,17,1,2264,0.6319935130111958,0.45345250497927914,0.5844561712404999,0.7,-0.804135646821605,10,0.0286343237193219,0.020318021201413426,0.09982332155477032,-7.8090263911657205,518,47.30565371024735,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,0.287,False,True,True,False,True,2,False,False
0.1,0.55,18,1,2264,0.2785425110509619,0.11502996327192748,-0.11337708312947858,0.4,-2.167083913510938,10,0.023475375129176163,0.00441696113074205,0.10247349823321555,-15.548731278015495,1872,48.30742049469965,10.247349823321555,2017-05-16,2026-09-01,0.10247349823321555,0.229,False,False,True,False,True,1,False,False
0.1,0.55,19,1,2264,0.5006995328415765,0.3411979443637816,0.2572686178345344,0.5,-1.419807031409264,10,-0.026701048727463702,-0.005742049469964664,0.10556537102473498,-8.75292938671274,970,49.97703180212014,10.556537102473499,2017-05-16,2026-09-01,0.10556537102473498,-0.253,False,False,True,False,True,1,False,False
0.1,0.55,20,1,2264,0.6958923284027344,0.5148364811420614,0.286342860851827,0.7,-1.7592010810374754,10,-0.007521883547621319,0.0017667844522968198,0.10247349823321555,-6.7944035829885925,821,48.30742049469965,10.247349823321555,2017-05-16,2026-09-01,0.10247349823321555,-0.073,False,True,True,True,True,3,False,False
0.1,0.55,21,1,2264,0.5699082701168143,0.4323929887153776,0.6244630249139359,0.9,-1.3300296048202904,10,-0.06769678701710927,-0.0030918727915194345,0.10821554770318022,-10.19625108491495,841,50.75618374558304,10.821554770318022,2017-05-16,2026-09-01,0.10821554770318022,-0.626,True,True,True,False,True,3,False,True
0.1,0.55,22,1,2264,0.07812208427040439,-0.0398741310080215,-0.2060224783090724,0.4,-2.3896351196556234,10,0.07032730881833937,-0.00265017667844523,0.09363957597173145,-16.739114357815684,2263,45.079505300353354,9.363957597173144,2017-05-16,2026-09-01,0.09363957597173145,0.751,False,False,True,False,True,1,False,False
0.1,0.55,23,1,2264,0.8221342936942528,0.6656451372224576,0.4604447369901568,0.8,-1.7524079031680315,10,-0.0199411268994395,0.0088339222614841,0.09363957597173145,-5.235110395169351,435,45.41342756183746,9.363957597173144,2017-05-16,2026-09-01,0.09363957597173145,-0.213,False,True,True,False,True,2,False,False
0.1,0.55,24,1,2264,0.8886756058720863,0.7181868628644146,0.455709347251322,0.7,-1.4821143250471083,10,-0.004618626157931787,0.004858657243816254,0.10203180212014135,-6.5594472201691945,1216,48.30742049469965,10.203180212014134,2017-05-16,2026-09-01,0.10203180212014135,-0.045,False,True,True,True,True,3,False,False
0.1,0.55,25,1,2264,0.7708996737926366,0.5570012692952866,0.7590995982718972,0.8,-0.7215393396867648,10,-0.004216289954720949,0.0,0.09982332155477032,-6.411179808202178,847,48.418727915194346,9.982332155477032,2017-05-16,2026-09-01,0.09982332155477032,-0.042,True,True,True,True,True,4,True,True
0.1,0.55,26,1,2264,0.6843534192470512,0.50376607835854,0.48372486191159214,0.6,-1.1705823575758576,10,0.019252071216702818,0.00265017667844523,0.10335689045936396,-5.8495200787967425,798,47.86219081272085,10.335689045936396,2017-05-16,2026-09-01,0.10335689045936396,0.186,False,False,True,False,True,1,False,False
0.1,0.55,27,1,2264,0.38922366081313803,0.22064711556794356,0.21658490206530412,0.7,-2.1092680690668515,10,0.005184930897896789,0.005742049469964664,0.09496466431095406,-8.89977640762314,881,43.52120141342756,9.496466431095406,2017-05-16,2026-09-01,0.09496466431095406,0.055,False,True,True,True,True,3,False,False
0.1,0.55,28,1,2264,-0.1584734425097972,-0.3616206134862371,-0.24373912962309907,0.5,-3.0483969159706543,10,0.014909811848326444,0.00441696113074205,0.09452296819787986,-13.122224258245899,1755,46.86042402826855,9.452296819787986,2017-05-16,2026-09-01,0.09452296819787986,0.158,False,False,True,False,True,1,False,False
0.1,0.55,29,1,2264,0.01386532225622578,-0.159611747249655,-0.07784991948860534,0.3,-1.964697624227524,10,0.006107178328264817,0.0,0.09540636042402827,-9.937548922340522,1696,44.96819787985866,9.540636042402827,2017-05-16,2026-09-01,0.09540636042402827,0.064,False,False,True,True,True,2,False,False
0.1,0.55,30,1,2264,-0.11304649256723634,-0.2751580826257173,-0.2133272866525642,0.4,-2.1327037325021263,10,0.02324339621481881,0.003975265017667844,0.09408127208480566,-16.026009329475755,1215,46.41519434628975,9.408127208480565,2017-05-16,2026-09-01,0.09408127208480566,0.247,False,False,True,False,True,1,False,False
0.1,0.55,31,1,2264,0.057550164583721655,-0.06356290818605517,-0.25092289886020647,0.6,-3.919072744225511,10,0.09421318138315629,0.007067137809187279,0.09717314487632508,-16.256811147982035,1740,47.63957597173145,9.717314487632509,2017-05-16,2026-09-01,0.09717314487632508,0.97,False,False,True,False,True,1,False,False
0.1,0.55,32,1,2264,0.4543945773573698,0.28754554025760287,0.4070418557626333,0.6,-1.207051767511778,10,0.01759242430325912,0.015901060070671377,0.10865724381625441,-10.138766173688706,1327,50.97879858657244,10.86572438162544,2017-05-16,2026-09-01,0.10865724381625441,0.162,False,False,True,False,True,1,False,False
0.1,0.55,33,1,2264,-0.16690796547065806,-0.35679711016414684,-0.3803675151211231,0.4,-1.8573013069983713,10,0.008277401679795404,0.001325088339222615,0.10644876325088339,-19.254714821493412,1582,52.20318021201413,10.644876325088338,2017-05-16,2026-09-01,0.10644876325088339,0.078,False,False,True,True,True,2,False,False
0.1,0.55,34,1,2264,0.5147525320744087,0.294532493121298,0.2144992816864772,0.6,-1.2830495412349776,10,-0.011450821849053223,-0.008392226148409895,0.09938162544169611,-4.816042423186887,937,48.196113074204945,9.93816254416961,2017-05-16,2026-09-01,0.09938162544169611,-0.115,False,False,True,True,True,2,False,False
0.1,0.55,35,1,2264,0.8692131511669532,0.6883734755902502,1.0120824451952317,0.8,-0.6235765129407349,10,-0.015972364663633616,0.0017667844522968198,0.10600706713780919,-8.582353829374506,290,50.53356890459364,10.60070671378092,2017-05-16,2026-09-01,0.10600706713780919,-0.151,True,True,True,False,True,3,False,True
0.1,0.55,36,1,2264,0.5724825208640182,0.4189177462127574,0.7369374077532732,0.7,-0.17275188556936932,10,-0.008293707765238835,-0.011484098939929329,0.0980565371024735,-5.481510994713476,541,46.19257950530035,9.80565371024735,2017-05-16,2026-09-01,0.0980565371024735,-0.085,True,True,True,True,True,4,True,True
