kind,frac,rep,sign,n_bars,SR_gross,SR_net,SR_of_SR,positive_years,yr_sr_min,n_years,beta,mean_exec_w,abs_exec_w,max_dd_pct,max_dd_days,turnover_ann,held_pct,start_date,end_date,mean_abs_w,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes,passes_old,passes_new
two_sided,0.15,43,1,2264,-0.4506509875613561,-0.6625393140084794,-0.7347735294322197,0.2,-2.412162695780507,10,0.04691692048765983,0.0035335689045936395,0.14929328621908128,-28.37087797290212,1879,67.89752650176679,14.929328621908128,2017-05-16,2026-09-01,0.14929328621908128,0.314,False,False,True,False,True,1,False,False,False
two_sided,0.15,44,1,2264,-0.289304632738045,-0.4598214470835648,-0.2611078960335153,0.4,-1.2524401144068948,10,-0.017596150660943388,0.009717314487632508,0.1439929328621908,-24.44032157735048,1098,68.45406360424028,14.39929328621908,2017-05-16,2026-09-01,0.1439929328621908,-0.122,False,False,True,True,True,2,False,False,False
two_sided,0.15,45,1,2264,0.26111689571103625,0.06216552349491033,-0.10007487145921787,0.4,-2.276195867109198,10,0.010725205571953911,0.001325088339222615,0.1515017667844523,-11.937302140088594,1109,69.90106007067138,15.150176678445229,2017-05-16,2026-09-01,0.1515017667844523,0.071,False,False,True,True,True,2,False,False,False
two_sided,0.15,46,1,2264,0.37844763705880424,0.14359553072595482,-0.049756229935090816,0.5,-1.1698811719213877,10,-0.020776245557029643,-0.0017667844522968198,0.15547703180212014,-15.328696686999896,1143,73.46289752650178,15.547703180212014,2017-05-16,2026-09-01,0.15547703180212014,-0.134,False,False,True,True,True,2,False,False,False
two_sided,0.15,47,1,2264,-0.25283005623747046,-0.43109593577131206,-0.37588637945407644,0.3,-1.7147546155762097,10,-0.06050130739541579,0.00530035335689046,0.1519434628975265,-25.94277684849098,1311,72.01590106007066,15.19434628975265,2017-05-16,2026-09-01,0.1519434628975265,-0.398,False,False,True,False,True,1,False,False,False
two_sided,0.15,48,1,2264,-0.5079774164629832,-0.7288506927635191,-0.626094372498326,0.2,-2.159722577367134,10,-0.007432375509908786,-0.007950530035335688,0.14664310954063603,-28.327469963885527,2102,69.01060070671379,14.664310954063604,2017-05-16,2026-09-01,0.14664310954063603,-0.051,False,False,True,True,True,2,False,False,False
two_sided,0.15,49,1,2264,0.024519494933827712,-0.17287433058948115,-0.051328171454910594,0.4,-2.6321453197747138,10,0.01653556798143344,0.013250883392226149,0.15812720848056538,-26.34101246240074,1581,72.23851590106007,15.81272084805654,2017-05-16,2026-09-01,0.15812720848056538,0.105,False,False,True,True,True,2,False,False,False
two_sided,0.15,50,1,2264,-0.02613806455536088,-0.21422695731536298,-0.23413436154107725,0.3,-1.1872363279451774,10,-0.01922067950599453,-0.013250883392226149,0.13692579505300354,-21.276886235475793,1435,63.333922261484105,13.692579505300353,2017-05-16,2026-09-01,0.13692579505300354,-0.14,False,False,True,True,True,2,False,False,False
two_sided,0.15,51,1,2264,-0.16035699462511194,-0.37536259290626706,-0.40712525495599694,0.5,-3.0406432470188345,10,-0.008709836286376173,0.00265017667844523,0.15459363957597172,-21.392867201121817,2263,73.68551236749117,15.459363957597173,2017-05-16,2026-09-01,0.15459363957597172,-0.056,False,False,True,True,True,2,False,False,False
two_sided,0.15,52,1,2264,0.4490703058079344,0.23200729689143637,0.07693396468542651,0.4,-1.2136734259821977,10,-0.013785035157905974,-0.006183745583038869,0.14664310954063603,-10.601497412209826,1065,69.78975265017668,14.664310954063604,2017-05-16,2026-09-01,0.14664310954063603,-0.094,False,False,True,True,True,2,False,False,False
