cand,family,series,kind,periods,freq,pub_lag_days,transform,window,variant,shift,sign_IS,SR_IS,SR_OOS,SR_net,SR_gross,SR_of_SR,positive_years,yr_sr_min,n_years,beta,mean_exec_w,abs_exec_w,max_dd_pct,max_dd_days,turnover_ann,held_pct,n_bars,start_date,end_date,gate_srsr,gate_posyr,gate_beta,gate_nyr,n_gates,beta_per_w,gate_beta_raw,passes
us_semi_ip_yoy|selfz|w60,semis,us_semi_ip,yoy,12,M,46,selfz,60,c2c,2,1,0.3815198244448614,-0.1094400591576825,0.2451720797425172,0.2577313768120478,0.1996830950120796,0.5384615384615384,-1.8917837254348684,26,-0.024037469885092,0.010451816490663,0.6457073656638903,-51.32765137627556,2502,9.97205932911096,99.46454648710044,6163,2001-08-21,2026-09-01,False,False,True,True,2,-0.037,True,False
us_semi_ip_yoy|selfz|w60,semis,us_semi_ip,yoy,12,M,46,selfz,60,day,2,1,0.1413811070022763,0.1157285617050089,0.1337510716627127,0.149715526988311,0.227525540221289,0.6153846153846154,-1.5627216921415146,26,0.0042446866833887,0.010451816490663,0.6457073656638903,-40.82847972967761,4011,9.97205932911096,99.46454648710044,6163,2001-08-21,2026-09-01,False,False,True,True,2,0.007,True,False
us_semi_ip_yoy|selfz|w60,semis,us_semi_ip,yoy,12,M,46,selfz,60,o2o,2,1,0.2958119740298701,-0.0451196571874574,0.2058007226227487,0.2178943130677265,0.1440749860480384,0.5,-1.9081552298681,26,-0.0304087172157038,0.010451816490663,0.6457073656638903,-53.67490308939951,4080,9.97205932911096,99.46454648710044,6163,2001-08-21,2026-09-01,False,False,True,True,2,-0.047,True,False
us_semi_ip_yoy|selfz|w60,semis,us_semi_ip,yoy,12,M,46,selfz,60,ongap,2,-1,1.1549909988072722,0.1802426333795044,0.3012957221727518,0.3263919819442537,0.3516857951911653,0.7,-1.225048743316897,10,0.0700877090416444,0.0390790503634001,0.6409461005263468,-7.59594604024971,435,9.469276912894326,99.55830388692578,2264,2017-05-16,2026-09-01,False,True,True,True,3,0.109,True,False
us_semi_ip_yoy|selfz|w120,semis,us_semi_ip,yoy,12,M,46,selfz,120,c2c,2,1,0.400808916161935,-0.5928767596280223,0.1272861834538068,0.134807607515167,0.125205478938413,0.5384615384615384,-1.8630000162976053,26,-0.016173009481583,0.018307935818861,0.6703813306186092,-108.5882668441335,3978,6.290294589404119,99.49453774661666,6133,2001-10-08,2026-09-01,False,False,True,True,2,-0.024,True,False
us_semi_ip_yoy|selfz|w120,semis,us_semi_ip,yoy,12,M,46,selfz,120,day,2,1,0.2209911168228788,-0.0759632159059316,0.1538047836658298,0.1634653892579273,0.227356480626884,0.5,-1.7517584745132435,26,-0.0046993598078745,0.018307935818861,0.6703813306186092,-52.59122338467949,4382,6.290294589404119,99.49453774661666,6133,2001-10-08,2026-09-01,False,False,True,True,2,-0.007,True,False
us_semi_ip_yoy|selfz|w120,semis,us_semi_ip,yoy,12,M,46,selfz,120,o2o,2,1,0.3508515080329053,-0.5395477133097101,0.1163531197848415,0.1236717244774965,0.0944592589609305,0.5,-1.9401352914219196,26,-0.0390202588043785,0.018307935818861,0.6703813306186092,-111.8206664975651,3977,6.290294589404119,99.49453774661666,6133,2001-10-08,2026-09-01,False,False,True,True,2,-0.058,True,False
us_semi_ip_yoy|selfz|w120,semis,us_semi_ip,yoy,12,M,46,selfz,120,ongap,2,-1,1.2899472477867775,0.3794382142370324,0.4979143101805646,0.5144776427578484,0.3723290475143702,0.7,-1.44681162784608,10,0.0083108602885589,0.0409455497260394,0.6473067392474894,-8.365007177947827,450,6.7073904035458725,99.42579505300353,2264,2017-05-16,2026-09-01,False,True,True,True,3,0.013,True,False
us_semi_ip_yoy|selfz|w252,semis,us_semi_ip,yoy,12,M,46,selfz,252,c2c,2,1,0.3006784577161207,-0.6147037721390873,0.041059433009284,0.0455422290622764,-0.0158133218362758,0.56,-2.3045133375438698,25,-0.0287498894591038,0.0243367992259685,0.6992588472110807,-96.9692435082258,2402,3.900040608485858,99.65386517224329,6067,2002-01-10,2026-09-01,False,False,True,True,2,-0.041,True,False
us_semi_ip_yoy|selfz|w252,semis,us_semi_ip,yoy,12,M,46,selfz,252,day,2,1,0.0684410844236563,-0.0472601889117454,0.0416159304010208,0.0474023307759653,0.0926653108589794,0.6,-1.3778770158269331,25,-0.0390786321324452,0.0243367992259685,0.6992588472110807,-48.05218992096141,4382,3.900040608485858,99.65386517224329,6067,2002-01-10,2026-09-01,False,False,True,True,2,-0.056,True,False
