grid,cell,SR_pre,SR_post,dSR
QNT-14 window grid,night | cny_usd|signth|w252 | day,0.0113322463087978,-0.1024781238383181,-0.1138103701471159
QNT-14 window grid,night | cny_usd|signth|w252 | ongap,0.9320181153340764,0.8272730824833028,-0.10474503285077363
QNT-14 window grid,night | cny_usd|dev|w60 | c2c,0.4590843825710159,0.4199769837431194,-0.03910739882789649
QNT-14 window grid,night | cny_usd|dev|w60 | o2o,0.5025906335817873,0.4240238804168202,-0.07856675316496714
QNT-14 window grid,night | cny_usd|dev|w60 | day,-0.3412562104335134,-0.3412129719338131,4.323849970028215e-05
QNT-14 window grid,night | cny_usd|dev|w60 | ongap,0.2796863559917742,0.2101552222274594,-0.06953113376431483
QNT-14 window grid,night | cny_usd|dev|w120 | c2c,0.813153163548574,0.74134162416943,-0.07181153937914408
QNT-14 window grid,night | cny_usd|dev|w120 | o2o,0.8491464868595754,0.8040050100850519,-0.045141476774523515
QNT-14 window grid,night | cny_usd|dev|w120 | day,0.4851529107929321,0.5004093556828232,0.015256444889891085
QNT-14 window grid,night | cny_usd|dev|w120 | ongap,0.7369837326027191,0.7807811503791962,0.043797417776477054
QNT-14 window grid,night | cny_usd|dev|w252 | c2c,0.9357171339362492,0.8825168237968479,-0.0532003101394013
QNT-14 window grid,night | cny_usd|dev|w252 | o2o,0.965489874388922,0.936142188770182,-0.029347685618740016
QNT-14 window grid,night | cny_usd|dev|w252 | day,0.3940995550533013,0.4185278989196672,0.024428343866365887
QNT-14 window grid,night | cny_usd|dev|w252 | ongap,0.9997217879324252,1.0431653222611197,0.04344353432869452
QNT-14 window grid,night | wti|selfz|w60 | c2c,-0.1084740076614992,-0.1500086763426066,-0.04153466868110739
QNT-14 window grid,night | wti|selfz|w60 | o2o,-0.0412711800113858,-0.1000208571029407,-0.0587496770915549
QNT-14 window grid,night | wti|selfz|w60 | day,0.0484926182000904,0.1113135941712182,0.06282097597112779
QNT-14 window grid,night | wti|selfz|w60 | ongap,0.0632074956363077,0.0548400336705584,-0.008367461965749307
QNT-14 window grid,night | wti|selfz|w120 | c2c,-0.0790181550168685,-0.0997216228457484,-0.0207034678288799
QNT-14 window grid,night | wti|selfz|w120 | o2o,-0.045381252972273,-0.0530432067453789,-0.007661953773105898
QNT-14 window grid,night | wti|selfz|w120 | day,0.1424513497383166,0.149786946547228,0.007335596808911382
QNT-14 window grid,night | wti|selfz|w120 | ongap,0.1463072684854103,0.1318830887200892,-0.014424179765321121
QNT-14 window grid,night | wti|selfz|w252 | c2c,0.0276811012025196,0.0175938768021201,-0.0100872244003995
QNT-14 window grid,night | wti|selfz|w252 | o2o,0.0565121183275474,0.0364359976043336,-0.020076120723213797
QNT-14 window grid,night | wti|selfz|w252 | day,0.1505119421539674,0.1620581797586371,0.01154623760466969
QNT-14 window grid,night | wti|selfz|w252 | ongap,0.3871336010214052,0.3087062286097539,-0.07842737241165132
QNT-14 window grid,night | wti|robustz|w60 | c2c,-0.0867252452491553,-0.1204005401562947,-0.0336752949071394
QNT-14 window grid,night | wti|robustz|w60 | o2o,-0.0336649848079548,-0.0795505878213569,-0.0458856030134021
QNT-14 window grid,night | wti|robustz|w60 | day,0.0073226893717145,0.0406220856440422,0.0332993962723277
QNT-14 window grid,night | wti|robustz|w60 | ongap,0.0177538533900131,0.0109359043734503,-0.006817949016562802
QNT-14 window grid,night | wti|robustz|w120 | c2c,-0.1079617065967981,-0.0846137502526572,0.0233479563441409
QNT-14 window grid,night | wti|robustz|w120 | o2o,-0.1028683815681231,-0.0626171003591328,0.0402512812089903
QNT-14 window grid,night | wti|robustz|w120 | day,0.1367889307909156,0.1034904732386808,-0.03329845755223482
QNT-14 window grid,night | wti|robustz|w120 | ongap,0.0958673796889786,0.0591608725501784,-0.0367065071388002
QNT-14 window grid,night | wti|robustz|w252 | c2c,0.0427062875936291,0.0490415794118737,0.006335291818244597
QNT-14 window grid,night | wti|robustz|w252 | o2o,0.1029498395069932,0.0788095019056622,-0.024140337601330997
QNT-14 window grid,night | wti|robustz|w252 | day,0.1748991666980693,0.2078444792164472,0.0329453125183779
QNT-14 window grid,night | wti|robustz|w252 | ongap,0.475281771731088,0.3884586686440731,-0.08682310308701491
QNT-14 window grid,night | wti|bdtanh|w60 | c2c,-0.1423160983333611,-0.1543116750807198,-0.01199557674735871
QNT-14 window grid,night | wti|bdtanh|w60 | o2o,-0.0763323184470397,-0.1186555770822828,-0.04232325863524311
QNT-14 window grid,night | wti|bdtanh|w60 | day,0.060507312558406,0.1271505050759072,0.0666431925175012
QNT-14 window grid,night | wti|bdtanh|w60 | ongap,-0.0127117941425927,-0.0145445485181728,-0.0018327543755801007
QNT-14 window grid,night | wti|bdtanh|w120 | c2c,-0.1349277389735624,0.1688259346324944,0.30375367360605676
QNT-14 window grid,night | wti|bdtanh|w120 | o2o,-0.0903841902098163,-0.1416538752586714,-0.051269685048855096
QNT-14 window grid,night | wti|bdtanh|w120 | day,0.1884570447690562,0.2204738692857814,0.03201682451672519
QNT-14 window grid,night | wti|bdtanh|w120 | ongap,0.0752540193236013,0.0680950603361185,-0.007158958987482811
QNT-14 window grid,night | wti|bdtanh|w252 | c2c,-0.0453066638887853,0.0538371100958022,0.0991437739845875
QNT-14 window grid,night | wti|bdtanh|w252 | o2o,0.0058230501009607,0.0424903524659022,0.0366673023649415
QNT-14 window grid,night | wti|bdtanh|w252 | day,0.3125868869069709,0.3133228365959256,0.0007359496889546846
QNT-14 window grid,night | wti|bdtanh|w252 | ongap,0.4015328841624613,0.3386927179331495,-0.06284016622931182
QNT-14 window grid,night | wti|rankc|w60 | c2c,-0.1072611365169006,-0.110944915065994,-0.0036837785490933944
QNT-14 window grid,night | wti|rankc|w60 | o2o,-0.0596736982154813,-0.0512530212741784,0.008420676941302899
QNT-14 window grid,night | wti|rankc|w60 | day,0.0737460535023591,0.1058362532142234,0.03209019971186429
QNT-14 window grid,night | wti|rankc|w60 | ongap,0.036449724890148,0.0748329766226857,0.038383251732537704
QNT-14 window grid,night | wti|rankc|w120 | c2c,-0.160924096117317,-0.1508072626251021,0.0101168334922149
QNT-14 window grid,night | wti|rankc|w120 | o2o,-0.1377774666467876,-0.1015884751013753,0.036188991545412316
QNT-14 window grid,night | wti|rankc|w120 | day,0.1927048490489142,0.1992046831448715,0.0064998340959573075
QNT-14 window grid,night | wti|rankc|w120 | ongap,0.0259322581651418,0.0193890835791266,-0.0065431745860152005
QNT-14 window grid,night | wti|rankc|w252 | c2c,-0.1045030877363091,0.0812313208261238,0.1857344085624329
QNT-14 window grid,night | wti|rankc|w252 | o2o,0.0674771696773185,0.0490229665253796,-0.018454203151938894
QNT-14 window grid,night | wti|rankc|w252 | day,0.2637372051099503,0.2448315255713248,-0.018905679538625514
QNT-14 window grid,night | wti|rankc|w252 | ongap,0.3064819980514729,0.2529753580240649,-0.053506640027408015
QNT-14 window grid,night | wti|signth|w60 | c2c,-0.1368165950896432,-0.130477873193261,0.006338721896382182
QNT-14 window grid,night | wti|signth|w60 | o2o,-0.0321592200988981,-0.1843781899857997,-0.1522189698869016
QNT-14 window grid,night | wti|signth|w60 | day,0.0399923400414515,0.1937038115819467,0.1537114715404952
QNT-14 window grid,night | wti|signth|w60 | ongap,0.026616779357223,0.0577092523081282,0.031092472950905198
QNT-14 window grid,night | wti|signth|w120 | c2c,-0.0717896713566064,0.1275481661272332,0.1993378374838396
QNT-14 window grid,night | wti|signth|w120 | o2o,-0.0565598585302906,-0.0987306434902786,-0.042170784959988
QNT-14 window grid,night | wti|signth|w120 | day,0.2419027772403336,0.271425293162978,0.029522515922644377
QNT-14 window grid,night | wti|signth|w120 | ongap,0.1192480060419221,0.1059717268241125,-0.013276279217809592
QNT-14 window grid,night | wti|signth|w252 | c2c,0.0758345762383278,0.0210527603808051,-0.0547818158575227
QNT-14 window grid,night | wti|signth|w252 | o2o,0.1537631911729012,0.0019330726755667,-0.1518301184973345
QNT-14 window grid,night | wti|signth|w252 | day,0.2132675964818958,0.3372575590734969,0.12398996259160111
QNT-14 window grid,night | wti|signth|w252 | ongap,0.4937507646905035,0.3763983247701744,-0.11735243992032912
QNT-14 window grid,night | wti|dev|w60 | c2c,-0.03096859880673,-0.0283245447782298,0.0026440540285001986
QNT-14 window grid,night | wti|dev|w60 | o2o,0.0264616088609468,-0.0007563805616686,-0.027217989422615402
QNT-14 window grid,night | wti|dev|w60 | day,0.0262900417909681,0.0760039590969869,0.049713917306018804
QNT-14 window grid,night | wti|dev|w60 | ongap,0.1356681845302985,0.0861389341228939,-0.04952925040740459
QNT-14 window grid,night | wti|dev|w120 | c2c,-0.0275327376392573,-0.0349552670316642,-0.007422529392406896
QNT-14 window grid,night | wti|dev|w120 | o2o,0.028564535456472,-0.0030063437490627,-0.0315708792055347
QNT-14 window grid,night | wti|dev|w120 | day,0.0512509991468793,0.0903556408326606,0.039104641685781295
QNT-14 window grid,night | wti|dev|w120 | ongap,0.1807477615461111,0.1521804647600248,-0.0285672967860863
QNT-14 window grid,night | wti|dev|w252 | c2c,0.0275123403228257,0.000520772249767,-0.0269915680730587
QNT-14 window grid,night | wti|dev|w252 | o2o,0.0589390751358091,0.0206032401030668,-0.0383358350327423
QNT-14 window grid,night | wti|dev|w252 | day,0.2386620042673747,0.2541651377734541,0.01550313350607943
QNT-14 window grid,night | wti|dev|w252 | ongap,0.4325625574186908,0.343272900886295,-0.08928965653239584
