signal,dim,window,state_a,state_b,SR_a,SR_b,dSR,n_a,n_b,ep_a,ep_b,hit_a,hit_b,beta_a,beta_b,pos_a,pos_b,enabled,dSR_ci_lo,dSR_ci_hi,p_dSR_gt0,welch_t
lt_top10npct_signth_w60,igrea,full,igrea_high,igrea_low,0.49461756582399374,0.6323661188690126,-0.13774855304501887,2268,2013,30,29,0.5058295964125561,0.49373433583959897,-0.12367351847300571,-0.036083455878806674,0.01799487380790948,-0.03225318281085567,True,-0.9153801525997243,0.5931291683935724,0.3705,-0.35859712599967775
lt_top10npct_signth_w60,igrea,IS,igrea_high,igrea_low,0.2501902246260029,0.32259371712429924,-0.07240349249829636,1281,1140,19,19,0.5032102728731942,0.4907161803713528,-0.15803488555529832,0.0016372706558288065,0.012455885800847154,-0.07216712001753296,True,,,,
lt_top10npct_signth_w60,igrea,OOS,igrea_high,igrea_low,0.8095260414333351,0.9196502409484766,-0.11012419951514152,987,873,11,11,0.5091463414634146,0.4976851851851852,-0.08214930104457657,-0.0561486300592952,0.025183773136224396,0.019868109761437696,True,,,,
lt_top10npct_signth_w60,stlfsi,full,stress_on,stress_off,1.1312249919189077,0.1935379633576125,0.9376870285612952,1589,2692,74,75,0.5309114085404716,0.4819277108433735,-0.05722583475647572,-0.09574572839342795,0.13918004891882124,-0.09111083987144157,True,0.0444682956051114,1.744511362946205,0.9795,1.9643172430672755
lt_top10npct_signth_w60,stlfsi,IS,stress_on,stress_off,0.7264354051358565,0.004266568279602702,0.7221688368562538,864,1557,39,39,0.5312868949232585,0.47843137254901963,0.14446364186596644,-0.25036542620055663,0.1430815264603321,-0.12198905971151529,True,,,,
lt_top10npct_signth_w60,stlfsi,OOS,stress_on,stress_off,1.5392653935385652,0.400477321896306,1.1387880716422591,725,1135,36,36,0.5304709141274239,0.4866785079928952,-0.2029230318074648,0.039036137332953066,0.13453056395900695,-0.048751907456468214,True,,,,
lt_top10npct_signth_w60,epu,full,epu_high,epu_low,0.5062034885777914,0.6139325036516367,-0.10772901507384525,1991,2290,37,38,0.49948979591836734,0.5006622516556292,0.06841792823949136,-0.22067329595239027,0.07739926121310096,-0.07782323680226978,True,-0.9148080209113277,0.873723745336392,0.417,-0.132117801754544
lt_top10npct_signth_w60,epu,IS,epu_high,epu_low,0.4236222800632994,0.13228368336644689,0.29133859669685247,1152,1269,21,21,0.49600709849157054,0.4984,-0.03176845125280079,-0.1695851906194989,0.017352611437199725,-0.0680100358429917,True,,,,
lt_top10npct_signth_w60,epu,OOS,epu_high,epu_low,0.6049809171176581,1.0805315602511216,-0.4755506431334635,839,1021,17,17,0.5042016806722689,0.503448275862069,0.1624886496716767,-0.2563587553968194,0.1598471045287604,-0.0900200556243304,True,,,,
lt_top10npct_signth_w60,nfci,full,nfci_tight,nfci_loose,0.9292674225865982,0.2431684589124955,0.6860989636741027,1739,2542,27,28,0.5226744186046511,0.4846307385229541,-0.0342078295729595,-0.12949385820391693,0.041496672342166016,-0.037874113455916784,True,-0.07612506864125854,1.423242755518255,0.965,1.646501738887761
