signal,dim,window,state_a,state_b,SR_a,SR_b,dSR,n_a,n_b,ep_a,ep_b,hit_a,hit_b,beta_a,beta_b,pos_a,pos_b,enabled,dSR_ci_lo,dSR_ci_hi,p_dSR_gt0,welch_t
opt_put_mo_oi_selftanh_w60,igrea,IS,igrea_high,igrea_low,-0.22373325995359938,0.012584741962846127,-0.2363180019164455,2320,1805,25,25,0.4885430177258971,0.49972206781545303,0.13335077450235044,0.05551901404891362,0.008922087145983356,0.027946747033791207,False,,,,
opt_put_mo_oi_selftanh_w60,igrea,OOS,igrea_high,igrea_low,0.5884860882362488,0.22051936303166148,0.36796672520458734,987,873,11,11,0.5321756894790602,0.5384615384615384,0.036376283742183935,0.17968978095089344,0.05948529019928887,0.06804687230188969,False,,,,
opt_put_mo_oi_selftanh_w60,stlfsi,full,stress_on,stress_off,0.07274301368449491,0.007375873053160205,0.06536714063133471,2298,3687,109,110,0.4982517482517482,0.5114316820903647,0.12343637073977212,0.08824112014808928,0.04996544392991694,0.02018970202603016,False,-0.604855320604255,0.7765818437012414,0.575,0.1727479493288595
opt_put_mo_oi_selftanh_w60,stlfsi,IS,stress_on,stress_off,-0.11950997611546908,-0.1225720923072004,0.003062116191731315,1573,2552,74,74,0.4815051020408163,0.5007861635220126,0.12079253169427699,0.0743368805819908,0.0507284716775876,-0.0033905820431703614,False,,,,
opt_put_mo_oi_selftanh_w60,stlfsi,OOS,stress_on,stress_off,0.5560702213768993,0.28339384957045244,0.2726763718064469,725,1135,36,36,0.5347222222222222,0.5353982300884956,0.13007426303888173,0.11579417316038558,0.048309936830488044,0.07320898391554534,False,,,,
opt_put_mo_oi_selftanh_w60,epu,full,epu_high,epu_low,-0.0173388529867839,0.09054607140256257,-0.10788492438934646,2827,3158,50,51,0.500709219858156,0.511457670273711,0.13618532633307429,0.06849275108087212,0.06609671016693203,0.0007614382137446045,False,-0.7934294669346869,0.6461984766436827,0.38,-0.2503662139296821
opt_put_mo_oi_selftanh_w60,epu,IS,epu_high,epu_low,-0.06962911044708466,-0.1777336501574456,0.10810453971036095,1988,2137,34,34,0.4856278366111952,0.5007045561296384,0.0973406020147134,0.10020486722196957,0.059424679038644304,-0.021990239285985192,False,,,,
opt_put_mo_oi_selftanh_w60,epu,OOS,epu_high,epu_low,0.129440017973681,0.6025824097352309,-0.47314239176154993,839,1021,17,17,0.5364396654719236,0.5340572556762093,0.25488009147632235,0.012180514386451494,0.08190600442561619,0.048381746555490525,False,,,,
opt_put_mo_oi_selftanh_w60,nfci,full,nfci_tight,nfci_loose,0.019465538823820343,0.05608151037939021,-0.036615971555569865,2725,3260,36,37,0.5001842978252856,0.5115420129270545,0.17516992357345332,-0.0007514075358843263,0.08697093965407947,-0.014642880072528902,False,-0.6828639294538645,0.6259091392504655,0.4695,-0.05996244670226958
opt_put_mo_oi_selftanh_w60,nfci,IS,nfci_tight,nfci_loose,-0.002690728430161035,-0.26517474864567364,0.2624840202155126,1940,2185,24,24,0.4855222337125129,0.5004591368227732,0.1686756751551087,-0.010199882838277056,0.08770627439266203,-0.045312151829331716,False,,,,
opt_put_mo_oi_selftanh_w60,nfci,OOS,nfci_tight,nfci_loose,0.0767309680381554,0.7096181410142081,-0.6328871729760527,785,1075,13,13,0.5365853658536586,0.5340802987861811,0.1907281190214231,0.019065586770857554,0.08515367928102194,0.04769419787036799,False,,,,
opt_put_mo_oi_selftanh_w60,stlfsi_lvl,full,stress_on_lvl,stress_off_lvl,-0.0996928781545818,0.13038869791205313,-0.23008157606663493,1944,4041,42,42,0.4865702479338843,0.5158966716343766,0.03614154428218609,0.17746847941090782,0.024803865236569245,0.03490257547662255,False,-1.2785967845541113,0.6684105472350104,0.289,-0.4774348356391832
opt_put_mo_oi_selftanh_w60,stlfsi_lvl,IS,stress_on_lvl,stress_off_lvl,-0.3332587333851046,0.09749703019716366,-0.43075576358226825,1679,2446,28,27,0.4743130227001195,0.5065627563576702,0.04489823400526513,0.1961881037093686,0.00634083783210459,0.024732973775376497,False,,,,
opt_put_mo_oi_selftanh_w60,stlfsi_lvl,OOS,stress_on_lvl,stress_off_lvl,1.4647451119519437,0.17521366415318881,1.289531447798755,265,1595,15,15,0.5648854961832062,0.5302267002518891,-0.039342269191748803,0.15845510689359216,0.14178281999919617,0.050498090060477015,False,,,,
opt_put_mo_oi_selftanh_w60,nfci_lvl,full,nfci_tight_lvl,nfci_loose_lvl,0.10205817315286163,0.024730089778874982,0.07732808337398664,591,5394,3,4,0.4745762711864407,0.5098659717051377,0.05199160184069709,0.12362152598368888,0.006425399417576964,0.03438313134318397,False,-0.8218380471247333,4.001615416998214,0.6315,0.13174008311977126
opt_put_mo_oi_selftanh_w60,nfci_lvl,IS,nfci_tight_lvl,nfci_loose_lvl,0.15904195951303596,-0.2010235305593671,0.36006549007240307,554,3571,2,3,0.4701627486437613,0.4970497330710874,0.036290258528041804,0.13057888883217914,-0.0027053752345197898,0.020342172628002947,False,,,,
opt_put_mo_oi_selftanh_w60,nfci_lvl,OOS,nfci_tight_lvl,nfci_loose_lvl,-0.9354327693304263,0.43346564632371737,-1.3688984156541437,37,1823,1,2,0.5405405405405406,0.5350248207391064,0.3873171664117843,0.11180545230621809,0.14314024150572854,0.06188739002223578,False,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,igrea,full,igrea_high,igrea_low,0.2629773858290102,0.5954884709990491,-0.3325110851700389,3297,2656,69,56,0.5016865992026985,0.5032504780114723,0.03328045782752996,-0.0595320436181873,0.03511418927293687,-0.022840544583326003,True,-1.028436033963023,0.40545336728469294,0.176,-0.9619639341509157
tv_taiex_over_spy_chg_ratio_n60_pctw120,igrea,IS,igrea_high,igrea_low,0.07958035377704234,0.6744747237275397,-0.5948943699504974,2319,1790,51,39,0.4980409229429691,0.4971751412429379,0.03296603641947511,-0.05927540932908537,0.022954480312714756,-0.03887316854592951,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,igrea,OOS,igrea_high,igrea_low,0.925956819309521,0.4458808823593119,0.4800759369502091,978,866,18,18,0.5103734439834025,0.5159763313609468,0.03330216080327456,-0.05985926797577074,0.06394687340254332,0.010298481852078486,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,stlfsi,full,stress_on,stress_off,0.02416802424745649,0.759938742105553,-0.7357707178580966,2278,3675,127,144,0.4977738201246661,0.5052341597796143,-0.03432938130110611,0.008780762995690356,0.017602081103982366,0.004084205405357059,True,-1.521312703908057,0.021011659012506095,0.0285,-1.4177108116797266
tv_taiex_over_spy_chg_ratio_n60_pctw120,stlfsi,IS,stress_on,stress_off,-0.09848808904759268,0.7419232679306055,-0.8404113569781981,1558,2551,87,99,0.49870466321243523,0.49702734839476814,-0.06995615335957561,0.05674838437363007,0.0041187750569225195,-0.008925356092008459,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,stlfsi,OOS,stress_on,stress_off,0.3607292451713102,0.7997846044180948,-0.4390553592467846,720,1124,41,45,0.49572649572649574,0.5239385727190605,0.06477239424230676,-0.08996262407360305,0.046778457244703565,0.03361035431975156,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,epu,full,epu_high,epu_low,0.21006966670016197,0.6636310877142503,-0.4535614210140883,2802,3151,75,81,0.5014398848092153,0.5032278889606198,-0.05299524436496077,0.03603776866033585,0.02093959462593092,-0.00113162441202774,True,-1.2419778523060867,0.37782778680998547,0.1325,-0.8643120059731076
tv_taiex_over_spy_chg_ratio_n60_pctw120,epu,IS,epu_high,epu_low,-0.06751341859818905,0.8025423804293024,-0.8700557990274914,1968,2141,54,55,0.4879301489470981,0.5066037735849057,-0.041919014659904594,0.03775638497665385,-0.005535533817876274,-0.002549089817117129,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,epu,OOS,epu_high,epu_low,0.8960289069218994,0.32111546921651657,0.5749134377053828,834,1010,22,26,0.53309265944645,0.49591002044989774,-0.08989066500961485,0.03305605821138343,0.08341327901131772,0.0018731215605429165,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,nfci,full,nfci_tight,nfci_loose,0.2185642927537364,0.6958970097495588,-0.4773327169958224,2701,3252,59,67,0.4935993975903614,0.5096273291925466,-0.05228937846398224,0.04775087889139209,0.016368128955894023,0.003350762395353406,True,-1.2538908536785236,0.3656838397863757,0.124,-0.693624969433177
tv_taiex_over_spy_chg_ratio_n60_pctw120,nfci,IS,nfci_tight,nfci_loose,0.14443169332927708,0.60584559982322,-0.46141390649394287,1921,2188,42,46,0.49157894736842106,0.5029995385325334,-0.039045512640247346,0.0384261164991057,0.014484597458252273,-0.02019033069896294,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,nfci,OOS,nfci_tight,nfci_loose,0.4041524760864971,0.937369951937622,-0.5332174758511248,780,1064,18,21,0.49867724867724866,0.5232668566001899,-0.08421373943539624,0.06972853073959924,0.02100692896482967,0.05176045383366558,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,stlfsi_lvl,full,stress_on_lvl,stress_off_lvl,0.2135170223736062,0.5973305641670922,-0.383813541793486,1952,4001,57,78,0.5070057083549558,0.5001266143327424,-0.11041640441598384,0.09134261359761063,-0.07472886735497819,0.05023187820456798,True,-1.2873919762757113,0.3100767563997262,0.141,-0.4452512475697074
tv_taiex_over_spy_chg_ratio_n60_pctw120,stlfsi_lvl,IS,stress_on_lvl,stress_off_lvl,0.32176357422352797,0.4043932448347415,-0.08262967061121351,1687,2422,43,51,0.5,0.49603008775595486,-0.09959246787287353,0.16184516445713515,-0.07453865752752449,0.045167292897153405,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,stlfsi_lvl,OOS,stress_on_lvl,stress_off_lvl,-0.7882961949407168,0.8453244211447057,-1.6336206160854225,265,1579,15,27,0.5533596837944664,0.506426735218509,-0.19795692523097025,0.01852327869560078,-0.07593975029427788,0.05800035547787901,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,nfci_lvl,full,nfci_tight_lvl,nfci_loose_lvl,-0.025039911110292166,0.5175980569258885,-0.5426379680361806,589,5364,5,57,0.4838160136286201,0.5044431839667234,-0.08002974587947727,0.0105888327475564,-0.06958845896163304,0.017914727432505762,True,-4.90077930470699,0.45956608109578195,0.1685,-0.4913343335977821
tv_taiex_over_spy_chg_ratio_n60_pctw120,nfci_lvl,IS,nfci_tight_lvl,nfci_loose_lvl,0.33680068769750876,0.359234531578526,-0.022433843881017212,552,3557,4,42,0.4863883847549909,0.49943117178612056,-0.06655419995546996,0.021981000973648433,-0.05246612613945305,0.0035450575701292636,True,,,,
tv_taiex_over_spy_chg_ratio_n60_pctw120,nfci_lvl,OOS,nfci_tight_lvl,nfci_loose_lvl,-7.398284060439557,0.827699218521417,-8.225983278960975,37,1807,1,16,0.4444444444444444,0.5143824027072758,-0.2989187003031544,-0.008609782368079771,-0.3250351540384805,0.04620079035473774,True,,,,
us_log_ratio_pct_chg_w120,igrea,full,igrea_high,igrea_low,0.5177083244145513,0.2543168425451177,0.26339148186943356,3361,2710,36,36,0.5116626794258373,0.5042639970337411,0.031973391359257246,-0.2438189674858041,0.09039772457818615,-0.010436633073114003,True,-0.3852984365974378,0.9664054904957047,0.776,0.6293154853380956
us_log_ratio_pct_chg_w120,igrea,IS,igrea_high,igrea_low,0.4523625733559493,-0.06333692740661745,0.5156995007625668,2374,1837,25,26,0.5048749470114455,0.4991798797156916,-0.018373198471810532,-0.2558418321648266,0.036514918429259656,-0.048689083894227464,True,,,,
us_log_ratio_pct_chg_w120,igrea,OOS,igrea_high,igrea_low,0.7024542387529483,0.8659301489132403,-0.16347591016029195,987,873,11,11,0.5279187817258884,0.5149769585253456,0.2002183060235515,-0.22323996069284024,0.22000034038117647,0.0700556374405004,True,,,,
us_log_ratio_pct_chg_w120,stlfsi,full,stress_on,stress_off,0.07877070876180285,0.6457332183198575,-0.5669625095580547,2301,3770,110,110,0.5060922541340296,0.5097515362009084,-0.3122722447792696,0.09213244691831506,-0.1752994770983324,0.18008158447809217,True,-1.2259324833351575,0.05246146556851436,0.0335,-1.130246967184601
us_log_ratio_pct_chg_w120,stlfsi,IS,stress_on,stress_off,0.04011954354504413,0.39193623224859486,-0.35181668870355076,1576,2635,75,74,0.505403687221869,0.5005736137667304,-0.32324617099302966,0.07652458158357829,-0.19902929144290818,0.11799420590185573,True,,,,
us_log_ratio_pct_chg_w120,stlfsi,OOS,stress_on,stress_off,0.1768071298783567,1.1960040162058392,-1.0191968863274825,725,1135,36,36,0.5075862068965518,0.5310283687943262,-0.28199543429318163,0.12457642438345481,-0.12371577032998567,0.32422276734010363,True,,,,
us_log_ratio_pct_chg_w120,epu,full,epu_high,epu_low,0.24937017958920862,0.554678973640466,-0.30530879405125744,2828,3243,51,51,0.4968039772727273,0.5184496124031007,-0.43784633700901127,0.28017675450331,-0.1967918461364661,0.2565744118264171,True,-0.9235727786173531,0.35286285208668067,0.2015,-0.5880341648910505
us_log_ratio_pct_chg_w120,epu,IS,epu_high,epu_low,0.05554624305974525,0.43487620923479386,-0.3793299661750486,1989,2222,35,34,0.48711470439615967,0.5160706201901313,-0.46893424395644245,0.325894709187858,-0.23690378816111335,0.2108218739378133,True,,,,
us_log_ratio_pct_chg_w120,epu,OOS,epu_high,epu_low,0.7659062102028593,0.7981017495607999,-0.03219553935794062,839,1021,17,17,0.5197132616487455,0.5236220472440944,-0.3476970585018928,0.19173930706223197,-0.10169929227827372,0.35614555696694383,True,,,,
us_log_ratio_pct_chg_w120,nfci,full,nfci_tight,nfci_loose,0.23959258339091238,0.5984910010080691,-0.3588984176171567,2737,3334,37,37,0.5102714600146735,0.5067873303167421,-0.3004215376986541,0.18403116197094202,-0.10990212871735884,0.17286910707215225,True,-0.9576939272222323,0.2679134853240509,0.129,-0.5055923032461176
us_log_ratio_pct_chg_w120,nfci,IS,nfci_tight,nfci_loose,0.12821843879153463,0.36815941386885315,-0.2399409750773185,1952,2259,25,24,0.5115800308800823,0.49443207126948774,-0.3287128267466862,0.17129193042211632,-0.13038005750728804,0.1114415411649371,True,,,,
us_log_ratio_pct_chg_w120,nfci,OOS,nfci_tight,nfci_loose,0.5119452858269197,1.1137321779539413,-0.6017868921270216,785,1075,13,13,0.5070242656449553,0.5327102803738317,-0.23263168571244844,0.21475201087355156,-0.05898121534418444,0.30195270835996535,True,,,,
us_log_ratio_pct_chg_w120,stlfsi_lvl,full,stress_on_lvl,stress_off_lvl,0.2386547802430281,0.5140478423215359,-0.2753930620785078,2030,4041,42,42,0.5175829618623081,0.5037294878170064,-0.07291277158113783,-0.13576528576812233,0.031098406953104774,0.052564640080262764,True,-0.9053858921973704,0.24906720524238438,0.1185,-0.3645223804371001
us_log_ratio_pct_chg_w120,stlfsi_lvl,IS,stress_on_lvl,stress_off_lvl,0.23508740042234663,0.24288806485262604,-0.007800664430279408,1765,2446,28,27,0.5153933865450399,0.4930156121610518,-0.036247025272088104,-0.29372746002168554,0.05839354289667947,-0.04326248322783023,True,,,,
us_log_ratio_pct_chg_w120,stlfsi_lvl,OOS,stress_on_lvl,stress_off_lvl,0.27435431565686724,0.8662860449681941,-0.5919317293113269,265,1595,15,15,0.5320754716981132,0.5201511335012594,-0.3895977780589131,0.024849452771345773,-0.15069749848240208,0.1995195890530499,True,,,,
us_log_ratio_pct_chg_w120,nfci_lvl,full,nfci_tight_lvl,nfci_loose_lvl,0.14423352514628246,0.4528988086437923,-0.3086652834975098,591,5480,3,4,0.5084745762711864,0.5083470922766465,-0.03463658393421033,-0.12524855128237963,0.09975646991747135,0.03952324871494872,True,-0.8189236265927181,2.1209344009244044,0.1335,-0.1923037780451669
us_log_ratio_pct_chg_w120,nfci_lvl,IS,nfci_tight_lvl,nfci_loose_lvl,0.16949508649747685,0.2590633613335669,-0.08956827483609003,554,3657,2,3,0.5063291139240507,0.5017881705639615,-0.01832378281225615,-0.1759378794202838,0.10567927544949293,-0.016762851889978815,True,,,,
us_log_ratio_pct_chg_w120,nfci_lvl,OOS,nfci_tight_lvl,nfci_loose_lvl,-0.3955040624693051,0.8097802343803617,-1.2052842968496669,37,1823,1,2,0.5405405405405406,0.5214757709251101,-0.3640842941418271,-0.03945188861146365,0.011074462762337341,0.15243508081161358,True,,,,
us_sox_agree_amp_n20_robustw20,igrea,full,igrea_high,igrea_low,0.3616160948829051,0.30915168173104335,0.05246441315186173,3153,2632,192,152,0.5016139444803098,0.49864917020455424,-0.009193032424776306,-0.019881064198631997,0.023590998397456542,-0.0047697296634157125,True,-0.7631124695941285,0.8554049651201359,0.5615,0.010128637198135929
us_sox_agree_amp_n20_robustw20,igrea,IS,igrea_high,igrea_low,0.35071867394767564,-0.06782504693090424,0.4185437208785799,2218,1797,143,115,0.5041360294117647,0.4960362400906002,0.027592505150600865,-0.03521948365125739,0.04443378654293365,-0.043040348768776174,True,,,,
us_sox_agree_amp_n20_robustw20,igrea,OOS,igrea_high,igrea_low,0.39833674625688237,1.004886352333644,-0.6065496060767617,935,835,49,38,0.4956616052060738,0.5042424242424243,-0.14352147569525417,0.012731878433698834,-0.02585210759898008,0.07759230929746183,True,,,,
us_sox_agree_amp_n20_robustw20,stlfsi,full,stress_on,stress_off,0.17429194291170588,0.4727772048926154,-0.2984852619809095,2225,3560,209,260,0.5063868613138686,0.4964255075779239,0.0029583358663430666,-0.03326006210015296,0.05511249501659827,-0.01707775616260135,True,-1.0071017413890266,0.42133326613759026,0.191,-0.47165273299350013
us_sox_agree_amp_n20_robustw20,stlfsi,IS,stress_on,stress_off,-0.08594989372248052,0.37316559584949544,-0.45911548957197595,1533,2482,149,188,0.4973474801061008,0.5024650780608052,0.022018110378022877,-0.03204928561080802,0.03747635030276222,-0.014601375181063024,True,,,,
us_sox_agree_amp_n20_robustw20,stlfsi,OOS,stress_on,stress_off,0.7958618061658187,0.6838775343789347,0.11198427178688397,692,1078,61,72,0.5263157894736842,0.4825964252116651,-0.05815780858657575,-0.036434389091147344,0.09418216242456165,-0.02277940513864787,True,,,,
us_sox_agree_amp_n20_robustw20,epu,full,epu_high,epu_low,0.39593433980411047,0.269076045013781,0.12685829479032945,2755,3030,155,214,0.5060953084595493,0.4949698189134809,0.04272635636145399,-0.08471059968656239,0.05042099479704789,-0.02543938983260614,True,-0.5858064302918177,0.8910974664482704,0.6415,0.5095868644851357
us_sox_agree_amp_n20_robustw20,epu,IS,epu_high,epu_low,0.26441379347329214,0.030332519416077435,0.2340812740572147,1946,2069,119,156,0.49895068205666315,0.5019646365422397,0.042987246398535975,-0.06669884855058629,0.03275796161578029,-0.02055889873831434,True,,,,
us_sox_agree_amp_n20_robustw20,epu,OOS,epu_high,epu_low,0.7198995145209628,0.7476242517108076,-0.027724737189844806,809,961,37,58,0.5230961298377028,0.4799154334038055,0.04122241603587275,-0.12384887510730981,0.09290834037275464,-0.03594691956631033,True,,,,
us_sox_agree_amp_n20_robustw20,nfci,full,nfci_tight,nfci_loose,0.41822197860069227,0.24845787594801924,0.16976410265267303,2625,3160,180,162,0.5015444015444015,0.49919328815747016,0.0066763222443962005,-0.04958547121496954,0.02836332468734845,-0.003995328427601061,True,-0.5525519565045055,0.9081112483065463,0.676,0.651175958405476
us_sox_agree_amp_n20_robustw20,nfci,IS,nfci_tight,nfci_loose,0.19034182877098288,0.12699634994269737,0.0633454788282855,1881,2134,137,115,0.49892008639308855,0.5019138755980861,0.007698790634316364,-0.02143474617894063,0.01215694572605213,-0.0007762807385042129,True,,,,
us_sox_agree_amp_n20_robustw20,nfci,OOS,nfci_tight,nfci_loose,0.947618207917047,0.5217145066590669,0.42590370125798005,744,1026,44,47,0.508130081300813,0.49355797819623387,0.003625550591545405,-0.12790369432930052,0.06933671020643228,-0.01069069662305201,True,,,,
us_sox_agree_amp_n20_robustw20,stlfsi_lvl,full,stress_on_lvl,stress_off_lvl,0.13533769504432544,0.4852936473539502,-0.34995595230962473,2002,3783,119,231,0.49617151607963245,0.5024128686327077,0.008458727800923374,-0.04478941365527306,0.0068722523878928694,0.01270690991078742,True,-1.0455165969762754,0.43016322565276194,0.178,-0.5507239861353117
us_sox_agree_amp_n20_robustw20,stlfsi_lvl,IS,stress_on_lvl,stress_off_lvl,-0.06352458206978977,0.44320079219638087,-0.5067253742661706,1748,2267,96,161,0.49005847953216375,0.5085125448028673,-0.0003938809551206144,-0.010271634785870629,-0.010581670156702751,0.01751539093456219,True,,,,
us_sox_agree_amp_n20_robustw20,stlfsi_lvl,OOS,stress_on_lvl,stress_off_lvl,1.9713895355898254,0.5428008071297137,1.4285887284601118,254,1516,24,70,0.5381526104417671,0.493324432576769,0.09136237000258031,-0.08054383176815488,0.12698822328534626,0.005516391123915774,True,,,,
us_sox_agree_amp_n20_robustw20,nfci_lvl,full,nfci_tight_lvl,nfci_loose_lvl,0.7365879559578438,0.27557465724771146,0.4610132987101323,572,5213,20,263,0.4849023090586146,0.5019508388607101,0.03176101488756957,-0.0296527248845339,0.059559277539062,0.005325260449017246,True,-0.5729895781023692,2.0983803811772943,0.8065,0.7934688421233926
us_sox_agree_amp_n20_robustw20,nfci_lvl,IS,nfci_tight_lvl,nfci_loose_lvl,0.5893909017074362,0.06555668329605449,0.5238342184113818,536,3479,18,197,0.4782608695652174,0.5039554644008204,0.01818536089199264,-0.013308229459076516,0.03631478022587035,0.0005018423724258592,True,,,,
us_sox_agree_amp_n20_robustw20,nfci_lvl,OOS,nfci_tight_lvl,nfci_loose_lvl,3.0848160940734766,0.6687160003641955,2.416100093709281,36,1734,2,67,0.5882352941176471,0.4979568009340339,0.2906284243186296,-0.06206579220636898,0.40564401531324845,0.015002694986768927,True,,,,
us_sox_spy_ret_product_n5_pctw20,igrea,full,igrea_high,igrea_low,0.5241289969652069,-0.08086702001856282,0.6049960169837697,3361,2805,36,36,0.49476600985221675,0.48549394050679395,0.036652981986205604,0.09049442965848699,0.013925570890050858,0.0029474194922259125,True,-0.29405136390482123,1.4209235927481678,0.908,1.327651514986901
us_sox_spy_ret_product_n5_pctw20,igrea,IS,igrea_high,igrea_low,0.5684729923774182,-0.46506069202525746,1.0335336844026757,2374,1932,25,26,0.4989125706829056,0.47573333333333334,0.05159329682774961,0.06167802877442665,0.021544660015945898,-0.0015087854263509616,True,,,,
us_sox_spy_ret_product_n5_pctw20,igrea,OOS,igrea_high,igrea_low,0.40170852005393176,0.7568108267769817,-0.35510230672305,987,873,11,11,0.48472075869336145,0.5070754716981132,-0.012899037592625926,0.15310573349818504,-0.004400384109822328,0.012809261305158927,True,,,,
us_sox_spy_ret_product_n5_pctw20,stlfsi,full,stress_on,stress_off,0.23452985256018732,0.1961447976760288,0.038385054884158526,2368,3798,112,113,0.4984933275936289,0.48547149122807015,0.10352571321446163,0.02714717789416789,0.027891569218821178,-0.0028899106037424825,True,-0.9196779583718548,0.9383830225488156,0.5755,0.3191444257098665
us_sox_spy_ret_product_n5_pctw20,stlfsi,IS,stress_on,stress_off,0.19122409170435792,-0.09474425540959583,0.28596834711395375,1643,2663,77,77,0.5018610421836228,0.48009367681498827,0.09021849426472714,0.02135389080787898,0.03166588073578399,-0.0014250817178924518,True,,,,
us_sox_spy_ret_product_n5_pctw20,stlfsi,OOS,stress_on,stress_off,0.35636871095394096,0.8013029589085227,-0.4449342479545817,725,1135,36,36,0.4908579465541491,0.498158379373849,0.14548012698107327,0.03941921030059275,0.019338198429345466,-0.006326773443406481,True,,,,
us_sox_spy_ret_product_n5_pctw20,epu,full,epu_high,epu_low,0.0764337135603382,0.3749910420523061,-0.2985573284919679,2906,3260,52,52,0.48157335223245923,0.49857097491267066,0.036304019823899775,0.09903086069302167,-0.013224485506033487,0.028681506232419603,True,-1.0481443348289516,0.4706713177281884,0.2405,-0.5567597634912756
us_sox_spy_ret_product_n5_pctw20,epu,IS,epu_high,epu_low,-0.18910333384157876,0.38656953633308655,-0.5756728701746653,2067,2239,36,35,0.4808362369337979,0.4956120092378753,0.03227002705330477,0.09042686222972016,-0.010496270696528353,0.0312317288806921,True,,,,
us_sox_spy_ret_product_n5_pctw20,epu,OOS,epu_high,epu_low,0.8565962737407391,0.3538160998457601,0.502780173894979,839,1021,17,17,0.4833948339483395,0.5050813008130082,0.04807999855346125,0.11669409529366392,-0.019945844279867942,0.023089000346540944,True,,,,
us_sox_spy_ret_product_n5_pctw20,nfci,full,nfci_tight,nfci_loose,0.34366917291714133,0.018984477662446576,0.32468469525469473,2810,3356,37,38,0.4936061381074169,0.48794063079777367,0.08811056505810441,0.029452381118776506,0.011287593462278414,0.006958646545933329,True,-0.5144493644665106,1.279511864091194,0.792,1.0086818047868127
us_sox_spy_ret_product_n5_pctw20,nfci,IS,nfci_tight,nfci_loose,0.0988756359318662,-0.014276205878613312,0.1131518418104795,2025,2281,25,25,0.48910288900152055,0.4879600181735575,0.07345017207292344,0.03110317465146322,0.011259791737379492,0.011149044789983355,True,,,,
us_sox_spy_ret_product_n5_pctw20,nfci,OOS,nfci_tight,nfci_loose,0.9679137441807091,0.10303538996168297,0.8648783542190261,785,1075,13,13,0.5052356020942408,0.4878993223620523,0.12766401859096593,0.025131139326212016,0.011359311287654614,-0.0019327938212090861,True,,,,
us_sox_spy_ret_product_n5_pctw20,stlfsi_lvl,full,stress_on_lvl,stress_off_lvl,-0.0932541100463017,0.4939850878221682,-0.5872391978684699,2125,4041,42,42,0.4878640776699029,0.49194579391459986,0.06501661294957733,0.06497013499341067,-0.006340588207428442,0.016962411625325427,True,-1.065928484232775,0.3971236272607408,0.0795,-1.0239764631181347
us_sox_spy_ret_product_n5_pctw20,stlfsi_lvl,IS,stress_on_lvl,stress_off_lvl,-0.14925615574532283,0.3433064026736985,-0.4925625584190213,1860,2446,28,27,0.4855715871254162,0.49072512647554806,0.04962985515795464,0.07332350846364814,-0.001942897576452425,0.02119617290529314,True,,,,
us_sox_spy_ret_product_n5_pctw20,stlfsi_lvl,OOS,stress_on_lvl,stress_off_lvl,0.27869021699536206,0.6898481068583291,-0.41115788986296703,265,1595,15,15,0.5038759689922481,0.49382716049382713,0.21546479691955794,0.056097888616838766,-0.03720739791918463,0.01046975953077933,True,,,,
us_sox_spy_ret_product_n5_pctw20,nfci_lvl,full,nfci_tight_lvl,nfci_loose_lvl,-0.4615857663858079,0.3616150921571048,-0.8232008585429127,591,5575,3,4,0.5017482517482518,0.48934987960733467,0.06686065614924731,0.06436612079893257,-0.01939875494401248,0.011934712037500622,True,-2.0113493424314624,1.6147853010820075,0.1635,-0.9690680890989513
us_sox_spy_ret_product_n5_pctw20,nfci_lvl,IS,nfci_tight_lvl,nfci_loose_lvl,-0.6333924571197682,0.2668252176810673,-0.9002176748008355,554,3752,2,3,0.5009345794392523,0.4866721626820555,0.06318151515807419,0.05419587999034462,0.00011151410640097916,0.012838558267377231,True,,,,
us_sox_spy_ret_product_n5_pctw20,nfci_lvl,OOS,nfci_tight_lvl,nfci_loose_lvl,1.975859761662734,0.5415144603580913,1.4343453013046428,37,1823,1,2,0.5135135135135135,0.4948863636363636,0.11509381743582471,0.08392265672516877,-0.3115254861312843,0.010074464613201653,True,,,,
us_sox_spy_rollcorr_w60_rz_w120,igrea,full,igrea_high,igrea_low,-0.055922728552786724,0.34731012371459324,-0.40323285226738,3361,2692,36,36,0.5084084084084084,0.5123134328358209,-0.0035464260341158704,0.15428924621108142,-0.01676697456236519,0.07107307258718143,True,-1.1476458324273089,0.3222020666584349,0.144,-1.0192080130275445
us_sox_spy_rollcorr_w60_rz_w120,igrea,IS,igrea_high,igrea_low,-0.26906711098725966,0.3619013128699481,-0.6309684238572077,2374,1819,25,26,0.49278438030560273,0.5173745173745173,0.02519946344885298,0.142308193551074,-0.029457678519066156,0.0993760118652938,True,,,,
