frac,sign,n_bars,SR_gross,SR_net,SR_of_SR,positive_years,yr_sr_min,n_years,beta,mean_exec_w,abs_exec_w,max_dd_pct,max_dd_days,turnover_ann,held_pct,start_date,end_date,passes
0.05,1,2264,0.14929019565174187,0.04432907347067752,0.0709066646211019,0.5,-1.5418677771097344,10,0.03969490770470112,0.04151943462897526,0.04151943462897526,-9.020187863981066,784,20.035335689045937,4.151943462897526,2017-05-16,2026-09-01,False
0.05,1,2264,0.6089447300978562,0.48369101549638727,0.6775985777026009,0.7,-0.33955199911940565,10,0.03929154814168966,0.05079505300353357,0.05079505300353357,-3.201336718190726,447,23.931095406360424,5.079505300353357,2017-05-16,2026-09-01,True
0.05,1,2264,0.5793033277831005,0.4663355697141987,0.3732472649032567,0.5,-0.8747897798502621,10,0.03959930150846174,0.04770318021201413,0.04770318021201413,-5.31627745097518,750,21.92756183745583,4.770318021201414,2017-05-16,2026-09-01,False
0.05,1,2264,-0.2938214048277047,-0.43574570464531426,-0.26559974157195326,0.4,-2.0842177843956953,10,0.03747350647778746,0.052120141342756186,0.052120141342756186,-10.15451103234455,2091,25.37809187279152,5.212014134275619,2017-05-16,2026-09-01,False
0.05,1,2264,-0.41335080860053536,-0.5231601509418122,-0.4971115083948019,0.4,-1.5546571859337315,10,0.048146263991901854,0.04726148409893993,0.04726148409893993,-17.476017901672098,2182,22.48409893992933,4.726148409893993,2017-05-16,2026-09-01,False
0.05,1,2264,-0.6588279825976437,-0.774310864141884,-1.0295084669662897,0.2,-1.738127293982902,10,0.048436217765053746,0.05123674911660778,0.05123674911660778,-20.614246639759333,1934,23.263250883392228,5.123674911660777,2017-05-16,2026-09-01,False
0.1,1,2264,0.14983662481123158,-0.023177304276299163,0.00219136839484313,0.5,-1.6762672590830947,10,0.07874670777833069,0.10070671378091872,0.10070671378091872,-13.733291209516857,1400,46.303886925795055,10.070671378091872,2017-05-16,2026-09-01,False
0.1,1,2264,0.8159650534933401,0.6458417734022389,0.6004182241625062,0.8,-1.4062142174733274,10,0.08377711017151751,0.10203180212014135,0.10203180212014135,-5.12060999545056,859,47.52826855123675,10.203180212014134,2017-05-16,2026-09-01,True
0.1,1,2264,0.6225221892477472,0.4672416806943376,0.7844348864420895,0.8,-0.7448568912006114,10,0.0880883948048942,0.09496466431095406,0.09496466431095406,-8.740951299774254,1242,42.408127208480565,9.496466431095406,2017-05-16,2026-09-01,True
0.1,1,2264,0.5159854719656964,0.3603666205011389,0.4767524197447574,0.8,-1.1968383015396369,10,0.10205432956269901,0.10379858657243816,0.10379858657243816,-8.420329396047675,755,46.74911660777386,10.379858657243817,2017-05-16,2026-09-01,False
