event,field,kwin,hold,shape,variant,cell,sign,SR_IS,SR_OOS,full_SR_net,full_SR_of_SR,full_positive_years,full_yr_sr_min,full_n_years,full_beta,full_mean_exec_w,full_abs_exec_w,full_turnover_ann,full_held_pct,full_max_dd_days,full_n_bars
CPI,cpi_all_sa,12,1,z,c2c,CPI|cpi_all_sa|k12|h1|z|c2c,-1,-0.06540489244822512,-0.2516746592231534,-0.14632308520212348,-0.07061510009248659,0.35294117647058826,-1.7591343840652789,17,0.003943719312165496,9.140093302470541e-05,0.010195634164547114,5.138599618931745,3.118004477134634,3463,6254
CPI,cpi_all_sa,12,1,z,o2o,CPI|cpi_all_sa|k12|h1|z|o2o,-1,-0.0994097129850908,-0.035740726531409334,-0.05940931370884682,-0.007768482205307642,0.5294117647058824,-2.0247336599742725,17,0.0007951698753345575,9.140093302470541e-05,0.010195634164547114,5.138599618931745,3.118004477134634,2307,6254
CPI,cpi_all_sa,12,1,z,day,CPI|cpi_all_sa|k12|h1|z|day,-1,-0.13641642422268954,0.19775894932691793,0.027133272414612806,0.02086152883320354,0.47058823529411764,-1.043518579151702,17,0.0011301521805829992,9.138632056538891e-05,0.010194004167078762,5.137778100207696,3.117505995203837,2307,6255
CPI,cpi_all_sa,12,1,z,ongap,CPI|cpi_all_sa|k12|h1|z|ongap,1,-0.06869822103566582,0.31478906684760133,0.2684212629866247,0.045277962517634565,0.4,-1.642958134552099,10,-0.003999870769343933,0.0008657970488128678,0.015508495553355147,7.8162817588909945,4.726148409893993,1032,2264
CPI,cpi_all_sa,12,1,sgn,c2c,CPI|cpi_all_sa|k12|h1|sgn|c2c,1,-0.03563402201560251,0.07631324787015059,0.018068749850507593,-0.14811054167277102,0.5294117647058824,-1.6520225305693412,17,-0.003305543760865114,0.0011192836584585865,0.01135273425007995,5.721778062040294,1.135273425007995,2390,6254
CPI,cpi_all_sa,12,1,sgn,o2o,CPI|cpi_all_sa|k12|h1|sgn|o2o,1,-0.07070371947778542,-0.2874689571790113,-0.1653629493877663,-0.20251165342002825,0.29411764705882354,-1.2054409030715172,17,-0.00019817252415640604,0.0011192836584585865,0.01135273425007995,5.721778062040294,1.135273425007995,3615,6254
CPI,cpi_all_sa,12,1,sgn,day,CPI|cpi_all_sa|k12|h1|sgn|day,-1,-0.09431480502626198,0.17123027553196543,0.03894286109368043,-0.12312488739286907,0.47058823529411764,-1.2816282806551509,17,0.0021332356227464545,-0.0011191047162270183,0.01135091926458833,5.720863309352518,1.135091926458833,2390,6255
CPI,cpi_all_sa,12,1,sgn,ongap,CPI|cpi_all_sa|k12|h1|sgn|ongap,1,0.2659738571091933,0.24045351639651788,0.2348109420588017,0.29043755261983933,0.6,-1.1144642577677115,10,-0.006325227104147499,0.0035335689045936395,0.01678445229681979,8.459363957597175,1.678445229681979,600,2264
CPI,cpi_all_sa,12,3,z,c2c,CPI|cpi_all_sa|k12|h3|z|c2c,-1,-0.04209375161735427,0.01391956866578496,-0.011987396943578015,-0.007914805940887977,0.5294117647058824,-1.4812799565405539,17,0.0047754089222812705,0.00027420279907411653,0.03058690249364134,5.138599618931745,9.354013431403901,3423,6254
CPI,cpi_all_sa,12,3,z,o2o,CPI|cpi_all_sa|k12|h3|z|o2o,1,-0.004519524702126993,0.12580513329255452,0.05524276945793739,0.13696343156205562,0.47058823529411764,-1.6203636496044913,17,-0.0018179013426319135,-0.00027420279907411653,0.03058690249364134,5.138599618931745,9.354013431403901,3744,6254
CPI,cpi_all_sa,12,3,z,day,CPI|cpi_all_sa|k12|h3|z|day,1,0.08781919881699195,0.3572527917090067,0.2013332915067579,0.17662895024270883,0.5882352941176471,-1.7878502874800912,17,-0.001012248751707678,-0.000274158961696167,0.03058201250123628,5.137778100207696,9.352517985611511,2498,6255
CPI,cpi_all_sa,12,3,z,ongap,CPI|cpi_all_sa|k12|h3|z|ongap,-1,0.430641807043937,-0.27906766956613827,-0.2124231951153749,-0.3516659013648954,0.5,-2.097756300131263,10,0.008080451313052373,-0.002597391146438603,0.04652548666006544,7.8162817588909945,14.17844522968198,978,2264
CPI,cpi_all_sa,12,3,sgn,c2c,CPI|cpi_all_sa|k12|h3|sgn|c2c,1,0.07504770061218115,-0.08882354061473365,-0.004371163386379803,-0.07764544565457634,0.5882352941176471,-1.578216209313762,17,-0.0029133279999625063,0.0033578509753757597,0.034058202750239845,5.721778062040294,3.4058202750239843,2390,6254
CPI,cpi_all_sa,12,3,sgn,o2o,CPI|cpi_all_sa|k12|h3|sgn|o2o,1,0.08870527597053275,0.003162599472901069,0.04237853574683249,0.13214129538660052,0.5294117647058824,-1.3723469654677543,17,0.00048312326183112955,0.0033578509753757597,0.034058202750239845,5.721778062040294,3.4058202750239843,2221,6254
CPI,cpi_all_sa,12,3,sgn,day,CPI|cpi_all_sa|k12|h3|sgn|day,1,0.06988789214170808,0.30151702246057394,0.16653610272725042,0.1933352903938586,0.6470588235294118,-1.724947568664215,17,0.0012725326620968182,0.003357314148681055,0.03405275779376499,5.720863309352518,3.405275779376499,2219,6255
CPI,cpi_all_sa,12,3,sgn,ongap,CPI|cpi_all_sa|k12|h3|sgn|ongap,-1,0.29537224875263846,0.06732131248617527,0.07469804582130447,-0.2101450234655983,0.5,-1.1668048363447263,10,0.0036803573634289384,-0.01060070671378092,0.05035335689045936,8.459363957597175,5.035335689045936,579,2264
CPI,cpi_all_sa,12,10,z,c2c,CPI|cpi_all_sa|k12|h10|z|c2c,-1,0.15425830519510206,-0.3663587468696503,-0.10449028322718047,0.11181911478773975,0.5294117647058824,-2.5344795602330845,17,0.012837037910415218,0.0009140093302470533,0.10195634164547113,5.138599618931745,31.18004477134634,2222,6254
CPI,cpi_all_sa,12,10,z,o2o,CPI|cpi_all_sa|k12|h10|z|o2o,-1,0.15363960007880179,-0.3912549423732032,-0.10818418822551888,0.03839222648308374,0.5294117647058824,-3.119150894624055,17,0.006980508513181112,0.0009140093302470533,0.10195634164547113,5.138599618931745,31.18004477134634,2223,6254
CPI,cpi_all_sa,12,10,z,day,CPI|cpi_all_sa|k12|h10|z|day,-1,0.23078402497085104,-0.20538135331839422,0.01641327224072404,0.07426087569149496,0.47058823529411764,-1.9064564898410363,17,0.006891356310435994,0.0009138632056538882,0.1019400416707876,5.137778100207696,31.17505995203837,2263,6255
CPI,cpi_all_sa,12,10,z,ongap,CPI|cpi_all_sa|k12|h10|z|ongap,-1,1.0837835577257116,-0.22757586412410516,-0.1242875713869836,-0.01973186447136947,0.4,-1.7761136364444545,10,0.02951804008870826,-0.0090383340374429,0.15470459198423722,7.8162817588909945,47.217314487632514,1289,2264
CPI,cpi_all_sa,12,10,sgn,c2c,CPI|cpi_all_sa|k12|h10|sgn|c2c,-1,0.06639932810838212,-0.33924805492790594,-0.12917427445880966,-0.004133769156372413,0.47058823529411764,-2.4778448052559594,17,0.01636044971013558,-0.011192836584585865,0.11352734250079949,5.721778062040294,11.35273425007995,2219,6254
CPI,cpi_all_sa,12,10,sgn,o2o,CPI|cpi_all_sa|k12|h10|sgn|o2o,-1,0.11120964134813376,-0.3709974803953095,-0.1174897271150625,-0.045448375240028385,0.47058823529411764,-2.952247771096344,17,0.004835749363446079,-0.011192836584585865,0.11352734250079949,5.721778062040294,11.35273425007995,2219,6254
CPI,cpi_all_sa,12,10,sgn,day,CPI|cpi_all_sa|k12|h10|sgn|day,-1,0.2546455911937434,-0.23846355703866082,0.012924816171305517,0.026652362759715418,0.4117647058823529,-1.8981662465247977,17,0.007401786344913541,-0.011191047162270184,0.1135091926458833,5.720863309352518,11.35091926458833,2224,6255
