event,offset,window,n_ev,mean_bps,base_bps,diff_bps,t,p,pos_years,n_years,ann_SR_if_traded
PPI,0,ongap,110,3.9985309428793556,1.3428245514573771,2.6557063914219783,0.42716366950483825,0.670062553123282,0.8,10,0.9854498918076378
retail_sales,0,day,200,3.2992468823386303,0.6397546576970926,2.659492224641538,0.4248403715746416,0.6713747433231155,0.5882352941176471,17,0.6042888930500258
PCE,-2,ongap,110,3.4195959547760837,1.3723894765694291,2.047206478206655,0.4251789580507672,0.6714755819410567,0.4,10,1.098291721884777
housing_starts,2,c2c,194,10.209290852929438,6.550980283550946,3.658310569378491,0.41453040973887556,0.6789059215774693,0.7647058823529411,17,1.3489536276562155
PPI,-1,night,109,8.882829761697216,5.558875165117035,3.3239545965801813,0.41466030913787655,0.6791405647918853,0.8,10,1.7243404222589174
industrial_production,1,ongap,110,3.058629969842802,1.3908232083905347,1.6678067614522671,0.41397492928559676,0.6796097024746652,0.6,10,1.1859522542888772
umich_sentiment,-2,day,197,-1.4200741112886317,0.880990755566528,-2.30106486685516,-0.4078663755721891,0.6837721395494065,0.5294117647058824,17,-0.292355642517204
retail_sales,-2,night,111,8.783985477887247,5.560883435581386,3.2231020423058614,0.4032067150840415,0.6875094032430107,0.6,10,1.6946933243292148
PPI,1,day,149,-1.7304344402393568,0.8646737480454633,-2.5951081882848204,-0.3965907686653331,0.6921980556038634,0.6153846153846154,13,-0.3506296757322379
PPI,-2,c2c,149,11.004109026974943,6.562720072036144,4.441388954938798,0.3958730391570077,0.6927383952357392,0.6153846153846154,13,1.2931732669907412
NFP,1,c2c,199,10.061836903703494,6.5538250153525075,3.508011888350986,0.39523863941307424,0.6930555941238213,0.5294117647058824,17,1.3048230674986505
GDP_advance,1,day,67,-3.266166604938447,0.8373138236231291,-4.103480428561576,-0.39011095049756356,0.6976750343986595,0.5294117647058824,17,-0.6065558538695185
claims,-1,c2c,518,8.657713443367241,6.4439764904142605,2.2137369529529796,0.3874598910146645,0.698540995268914,0.6363636363636364,11,1.1234433129927814
case_shiller,1,c2c,140,10.028622308211634,6.607481897903615,3.421140410308018,0.38772220382011796,0.6987630908728061,0.5833333333333334,12,1.5600267247852546
umich_sentiment,1,night,107,7.945462063592779,5.608456181756041,2.3370058818367383,0.38431748982750247,0.7013946255716283,0.6,10,2.0910067441730384
PPI,0,day,149,-1.777929022923425,0.8664721452042754,-2.644401168127701,-0.38002848174123427,0.7044333657769859,0.3076923076923077,13,-0.3379745574212716
new_home_sales,1,c2c,195,3.882997749548603,6.867248950197869,-2.984251200649266,-0.37910083705671754,0.7049819164938792,0.6470588235294118,17,0.5773887779602167
housing_starts,-2,ongap,107,4.034638897916698,1.3447269937314943,2.6899119041852035,0.37815130083307213,0.7060475727679374,0.5,10,0.8783619216174733
trade_balance,0,ongap,110,4.7634450000924335,1.3037620879970995,3.459682912095334,0.36965770035590395,0.7123416138338325,0.6,10,0.7739275400171284
durable_goods,-1,day,199,-1.1659894490520895,0.8691604549098069,-2.035149903961896,-0.3682248214407636,0.7130576737944302,0.4117647058823529,17,-0.24409207824215184
case_shiller,0,c2c,140,3.307539616926647,6.8460598839025755,-3.538520266975929,-0.3589181537065652,0.7201630313801697,0.38461538461538464,13,0.45830705160547675
PCE,0,c2c,198,10.098334393972094,6.552868121069226,3.545466272902867,0.3585830049571739,0.720264626871166,0.6470588235294118,17,1.1729644861391297
retail_sales,-2,ongap,111,2.6716653500446754,1.4099989009293825,1.2616664491152927,0.35644331330559,0.7220867738521023,0.7,10,1.1857285090766057
claims,1,day,518,1.9277397585106812,0.6018192013613856,1.3259205571492956,0.355155447213112,0.7225834517319879,0.45454545454545453,11,0.38583546597101287
