,0
real_4gate_pct,14.204545454545455
control_4gate_pct,1.8229166666666667
null_4gate_pct,3.9614898989898992
best_real_med,0.8481292504537172
best_ctl_med,0.7720247050919753
best_null_med,0.6986337987281963
best_null_p90,0.8583323283754413
best_null_max,1.3618740362537087
